Matteo 1:1	Genealogia di Gesù Cristo figlio di Davide, figlio di Abrahamo.
Matteo 8:28	E quando fu giunto all’altra riva, nel paese dei Gadareni, gli si fecero incontro due indemoniati, usciti dai sepolcri, così furiosi che nessuno poteva passare per quella via.
Matteo 8:29	Ed ecco si misero a gridare: “Che vuoi da noi, Figlio di Dio? Sei tu venuto qua prima del tempo per tormentarci?”.
Matteo 8:30	Ora, distante da loro c’era un gran branco di porci che pasceva.
Matteo 8:31	E i demoni lo pregarono dicendo: “Se tu ci scacci, mandaci in quel branco di porci”.
Matteo 8:32	Ed egli disse loro: “Andate”. Ed essi, usciti, se ne andarono nei porci; ed ecco tutto il branco si gettò a precipizio giù nel mare, e perirono nelle acque.
Matteo 8:33	E quelli che li pasturavano fuggirono; e andati nella città raccontarono ogni cosa e il fatto degli indemoniati.
Matteo 8:34	Ed ecco tutta la città uscì incontro a Gesù; e, quando lo videro, lo pregarono che si allontanasse dai loro confini.
Matteo 9:1	E Gesù, entrato in una barca, passò all’altra riva e andò nella sua città.
Matteo 9:2	Ed ecco gli portarono un paralitico steso sopra un letto. E Gesù, veduta la loro fede, disse al paralitico: “Figlio, sta’ di buon animo, i tuoi peccati ti sono rimessi”.
Matteo 9:3	Ed ecco alcuni degli scribi dissero dentro di sé: “Costui bestemmia”.
Matteo 9:4	E Gesù, conosciuti i loro pensieri, disse: “Perché pensate voi cose malvagie nei vostri cuori?
Matteo 9:5	Poiché, che cos’è più facile, dire: ‘I tuoi peccati ti sono rimessi’, o dire: ‘Alzati e cammina’?
Matteo 9:6	Ora, affinché sappiate che il Figlio dell’uomo ha sulla terra autorità di rimettere i peccati, alzati — disse al paralitico — prendi il tuo letto e vattene a casa”.
Matteo 9:7	Ed egli, alzatosi, se ne andò a casa sua.
Matteo 9:8	E le folle, veduto ciò, furono prese da timore e glorificarono Dio, che aveva dato tale autorità agli uomini.
Matteo 9:9	Poi Gesù, andatosene da là, passando, vide un uomo, chiamato Matteo, che sedeva al banco delle imposte; e gli disse: “Seguimi”. Ed egli, alzatosi, lo seguì.
Matteo 9:10	E avvenne che, essendo Gesù a tavola in casa di Matteo, ecco, molti pubblicani e peccatori vennero e si misero a tavola con Gesù e con i suoi discepoli.
Matteo 9:11	E i Farisei, veduto ciò, dissero ai suoi discepoli: “Perché il vostro maestro mangia con i pubblicani e con i peccatori?”.
Matteo 9:12	Ma Gesù, avendoli uditi, disse: “Non sono i sani che hanno bisogno del medico, ma i malati.
Matteo 9:13	Ora, andate e imparate che cosa significa: ‘Voglio misericordia, e non sacrificio’, poiché io non sono venuto a chiamare i giusti, ma i peccatori”.
Matteo 9:14	Allora gli si avvicinarono i discepoli di Giovanni e gli dissero: “Perché noi e i Farisei digiuniamo e i tuoi discepoli non digiunano?”.
Matteo 9:15	E Gesù disse loro: “Gli amici dello sposo possono forse fare cordoglio, finché lo sposo è con loro? Ma verranno i giorni in cui lo sposo sarà loro tolto, e allora digiuneranno.
Matteo 9:16	Ora, nessuno mette un pezzo di stoffa nuova sopra un vestito vecchio; perché quella toppa porta via qualcosa dal vestito, e lo strappo si fa peggiore.
Matteo 9:17	Neppure si mette del vino nuovo in otri vecchi; altrimenti gli otri si rompono, il vino si sparge e gli otri si perdono; ma si mette il vino nuovo in otri nuovi, e l’uno e gli altri si conservano”.
Matteo 9:18	Mentre egli diceva loro queste cose, ecco, uno dei capi della sinagoga, avvicinatosi, si inchinò dinanzi a lui e gli disse: “Mia figlia è morta proprio ora; ma vieni, metti la mano su di lei ed ella vivrà”.
Matteo 9:19	E Gesù, alzatosi, lo seguì con i suoi discepoli.
Matteo 9:20	Ed ecco, una donna, malata di un flusso di sangue da dodici anni, avvicinatasi da dietro, gli toccò il lembo della veste.
Matteo 9:21	Perché diceva fra sé: “Se soltanto io toccherò la sua veste, sarò guarita.
Matteo 9:22	E Gesù, voltatosi e vedutala, disse: “Sta’ di buon animo, figlia; la tua fede ti ha guarito”. E da quell’ora la donna fu guarita.
Matteo 9:23	E quando Gesù giunse alla casa del capo della sinagoga, ed ebbe visto i suonatori di flauto e la moltitudine che faceva grande strepito, disse loro:
Matteo 9:24	“Ritiratevi, perché la fanciulla non è morta, ma dorme”. E ridevano di lui.
Matteo 9:25	Ma quando la moltitudine fu messa fuori, egli entrò e prese la fanciulla per la mano, ed ella si alzò.
Matteo 9:26	E se ne divulgò la fama per tutto quel paese.
Matteo 9:27	Mentre Gesù se ne andava da là, due ciechi lo seguirono, gridando e dicendo: “Abbi pietà di noi, o Figlio di Davide!”.
Matteo 9:28	E quando egli entrò nella casa, quei ciechi si avvicinarono a lui. E Gesù disse loro: “Credete voi che io possa fare questo?”. Essi gli risposero: “Sì, o Signore”.
Matteo 9:29	Allora toccò loro gli occhi dicendo: “Vi sia fatto secondo la vostra fede”.
Matteo 9:30	E i loro occhi furono aperti. E Gesù fece loro un severo divieto, dicendo: “Guardate che nessuno lo sappia”.
Matteo 9:31	Ma quelli, usciti fuori, sparsero la sua fama per tutto quel paese.
Matteo 9:32	Ora, mentre quei ciechi uscivano, ecco che gli fu presentato un uomo muto indemoniato.
Matteo 9:33	E, cacciato che fu il demonio, il muto parlò. E le folle si meravigliarono dicendo: “Non si è mai vista una cosa simile in Israele”.
Matteo 9:34	Ma i Farisei dicevano: “Egli caccia i demoni per l’aiuto del principe dei demoni”.
Matteo 9:35	E Gesù andava attorno per tutte le città e per i villaggi, insegnando nelle loro sinagoghe e predicando il vangelo del Regno, e guarendo ogni malattia e ogni infermità.
Matteo 9:36	E vedendo le folle, ne ebbe compassione, perché erano stanche e sfinite, come pecore che non hanno pastore.
Matteo 9:37	Allora egli disse ai suoi discepoli: “La messe è davvero grande, ma pochi sono i lavoratori.
Matteo 9:38	Pregate dunque il Signore della messe affinché mandi dei lavoratori nella sua messe”.
Matteo 10:1	Poi, chiamati a sé i suoi dodici discepoli, diede loro potere di cacciare gli spiriti impuri, e di guarire qualunque malattia e qualunque infermità.
Matteo 10:2	Ora, i nomi dei dodici apostoli sono questi: il primo Simone detto Pietro e Andrea suo fratello; Giacomo di Zebedeo e Giovanni suo fratello;
Matteo 10:3	Filippo e Bartolomeo; Tommaso e Matteo il pubblicano; Giacomo di Alfeo e Taddeo;
Matteo 10:4	Simone il Cananeo e Giuda Iscariota, quello stesso che poi lo tradì.
Matteo 10:5	Questi dodici mandò Gesù, dando loro queste istruzioni: “Non andate fra i Gentili, e non entrate in alcuna città dei Samaritani,
Matteo 10:6	ma andate piuttosto alle pecore perdute del casato d’Israele.
Matteo 10:7	E andando, predicate e dite: ‘Il regno dei cieli è vicino’.
Matteo 10:8	Guarite gli infermi, risuscitate i morti, purificate i lebbrosi, cacciate i demoni; gratuitamente avete ricevuto, gratuitamente date.
Matteo 10:9	Non munitevi né d’oro, né d’argento, né di rame nelle vostre cinture,
Matteo 10:10	né di sacca da viaggio, né di due tuniche, né di calzari, né di bastone, perché l’operaio è degno del suo nutrimento.
Matteo 10:11	Ora, in qualunque città o villaggio entriate, informatevi su chi sia degno lì, e dimorate da lui finché partirete.
Matteo 10:12	E quando entrerete nella casa, salutatela.
Matteo 10:13	E se quella casa ne è degna, venga la vostra pace su di lei; se poi non ne è degna la vostra pace torni a voi.
Matteo 10:14	E se qualcuno non vi riceve né ascolta le vostre parole, uscendo da quella casa o da quella città, scuotete la polvere dai vostri piedi.
Matteo 10:15	In verità io vi dico che il paese di Sodoma e di Gomorra, nel giorno del giudizio, sarà trattato con meno rigore di quella città.
Matteo 10:16	Ecco, io vi mando come pecore in mezzo ai lupi; siate dunque prudenti come i serpenti e semplici come le colombe.
Matteo 10:17	E guardatevi dagli uomini, perché vi metteranno nelle mani dei tribunali e vi flagelleranno nelle loro sinagoghe;
Matteo 10:18	e sarete condotti davanti a governatori e re per causa mia, perché siate una testimonianza dinanzi a loro e ai Gentili.
Matteo 10:19	Ma quando vi metteranno nelle loro mani, non preoccupatevi di come parlerete o di quello che dovrete dire; perché in quell’ora stessa vi sarà dato ciò che dovrete dire.
Matteo 10:20	Poiché non siete voi che parlate, ma è lo Spirito del Padre vostro che parla in voi.
Matteo 10:21	Ora, il fratello consegnerà il fratello alla morte, e il padre il figlio; e i figli si leveranno contro i genitori e li faranno morire.
Matteo 10:22	E sarete odiati da tutti a causa del mio nome; ma chi avrà perseverato sino alla fine sarà salvato.
Matteo 10:23	E quando vi perseguiteranno in una città, fuggite in un’altra; perché io vi dico in verità che non avrete finito di percorrere le città d’Israele, prima che il Figlio dell’uomo sia venuto.
Matteo 10:24	Un discepolo non è da più del maestro, né un servo da più del suo signore.
Matteo 10:25	Basti al discepolo essere come il suo maestro, e al servo essere come il suo signore. Se hanno chiamato Beelzebub il padrone, quanto più chiameranno così quelli di casa sua!
Matteo 10:26	Non li temete dunque; poiché non c’è niente di nascosto che non sarà scoperto, né di occulto che non sarà reso noto.
Matteo 10:27	Quello che io vi dico nelle tenebre, ditelo voi nella luce; e quel che udite dettovi all’orecchio, predicatelo sui tetti.
Matteo 10:28	E non temete coloro che uccidono il corpo, ma non possono uccidere l’anima; temete piuttosto colui che può far perire sia l’anima sia il corpo nella geenna.
Matteo 10:29	Due passeri non si vendono forse per un soldo? Eppure non ne cade uno solo in terra senza il Padre vostro.
Matteo 10:30	Ma quanto a voi, perfino i capelli della vostra testa sono tutti contati.
Matteo 10:31	Non temete dunque; voi valete più di molti passeri.
Matteo 10:32	Chiunque pertanto mi riconoscerà davanti agli uomini, anch’io riconoscerò lui davanti al Padre mio che è nei cieli.
Matteo 10:33	Ma chiunque mi rinnegherà davanti agli uomini, anch’io rinnegherò lui davanti al Padre mio che è nei cieli.
Matteo 10:34	Non pensate che io sia venuto a mettere pace sulla terra; non sono venuto a mettere pace, ma spada.
Matteo 10:35	Perché sono venuto a dividere il figlio da suo padre, e la figlia da sua madre, e la nuora dalla suocera;
Matteo 10:36	e i nemici dell’uomo saranno quelli stessi di casa sua.
Matteo 10:37	Chi ama padre o madre più di me non è degno di me; e chi ama figlio o figlia più di me non è degno di me;
Matteo 10:38	e chi non prende la sua croce e non viene dietro a me non è degno di me.
Matteo 10:39	Chi avrà trovato la sua vita la perderà; e chi avrà perduto la sua vita per causa mia la troverà.
Matteo 10:40	Chi riceve voi riceve me; e chi riceve me riceve colui che mi ha mandato.
Matteo 10:41	Chi riceve un profeta come profeta riceverà il premio del profeta; e chi riceve un giusto come giusto riceverà il premio del giusto.
Matteo 10:42	E chi avrà dato da bere soltanto un bicchiere d’acqua fresca a uno di questi piccoli, perché è un mio discepolo, io vi dico in verità che non perderà affatto il suo premio”.
Matteo 11:1	E avvenne che quando ebbe finito di dare le sue istruzioni ai suoi dodici discepoli, Gesù partì da là per insegnare e predicare nelle loro città.
Matteo 11:2	Ora Giovanni, avendo in prigione udito parlare delle opere del Cristo, mandò a dirgli per mezzo dei suoi discepoli:
Matteo 11:3	“Sei tu colui che deve venire, o ne aspetteremo noi un altro?”.
Matteo 11:4	E Gesù rispondendo disse loro: “Andate a riferire a Giovanni quello che udite e vedete:
Matteo 11:5	i ciechi recuperano la vista e gli zoppi camminano; i lebbrosi sono purificati e i sordi odono; i morti risuscitano, e il Vangelo è annunciato ai poveri.
Matteo 11:6	E beato colui che non si sarà scandalizzato di me!
Matteo 11:7	Ora, mentre essi se ne andavano, Gesù prese a dire alle folle intorno a Giovanni: “Che andaste a vedere nel deserto? Una canna dimenata dal vento? Ma che andaste a vedere?
Matteo 11:8	Un uomo avvolto in morbide vesti? Ecco, quelli che portano delle vesti morbide stanno nelle dimore dei re.
Matteo 11:9	Ma perché andaste? Per vedere un profeta? Sì, vi dico, e uno più che profeta.
Matteo 11:10	Egli è colui del quale è scritto: ‘Ecco, io mando il mio messaggero davanti al tuo cospetto, che preparerà la via dinanzi a te’.
Matteo 11:11	In verità io vi dico che fra i nati di donna non è sorto alcuno maggiore di Giovanni Battista; però, il minimo nel regno dei cieli è maggiore di lui.
Matteo 11:12	Ora, dai giorni di Giovanni Battista fino ad ora, il regno dei cieli subisce violenza e i violenti se ne impadroniscono.
Matteo 11:13	Poiché tutti i profeti e la legge hanno profetizzato fino a Giovanni.
Matteo 11:14	E se lo volete accettare, egli è l’Elia che doveva venire. Chi ha orecchi oda.
Matteo 11:15	Ma a chi paragonerò io questa generazione?
Matteo 11:16	Essa è simile ai fanciulli seduti nelle piazze che gridano ai loro compagni e dicono:
Matteo 11:17	‘Vi abbiamo suonato il flauto, e voi non avete ballato; abbiamo cantato dei lamenti, e voi non avete fatto cordoglio’.
Matteo 11:18	Difatti è venuto Giovanni non mangiando né bevendo, e dicono: ‘Ha un demonio!’.
Matteo 11:19	È venuto il Figlio dell’uomo mangiando e bevendo, e dicono: ‘Ecco un mangiatore e un beone, un amico dei pubblicani e dei peccatori!’. Ma la saggezza è stata giustificata dalle sue opere”.
Matteo 11:20	Allora egli prese a rimproverare le città nelle quali era stata fatta la maggior parte delle sue opere potenti, perché non si erano ravvedute.
Matteo 11:21	“Guai a te, Corazin! Guai a te, Betsaida! Perché se a Tiro e Sidone fossero state fatte le opere potenti compiute fra voi, già da molto tempo si sarebbero pentite, con cilicio e cenere.
Matteo 11:22	Ebbene, vi dichiaro che nel giorno del giudizio la sorte di Tiro e di Sidone sarà più tollerabile della vostra.
Matteo 11:23	E tu, o Capernaum, sarai tu forse innalzata fino al cielo? No, tu scenderai fino all’Ades; perché se a Sodoma fossero state fatte le opere potenti compiute in te, essa sarebbe durata fino ad oggi.
Matteo 11:24	Ebbene, io lo dichiaro, nel giorno del giudizio la sorte del paese di Sodoma sarà più tollerabile della tua”.
Matteo 11:25	A quel tempo Gesù prese a dire: “Io ti rendo lode, o Padre, Signore del cielo e della terra, perché hai nascosto queste cose ai saggi e agli intelligenti, e le hai rivelate ai piccoli fanciulli.
Matteo 11:26	Sì, Padre, perché così ti è parso bene.
Matteo 11:27	Ogni cosa mi è stata data in mano da mio Padre; e nessuno conosce appieno il Figlio, se non il Padre; e nessuno conosce appieno il Padre, se non il Figlio e colui al quale il Figlio avrà voluto rivelarlo.
Matteo 11:28	Venite a me, voi tutti che siete travagliati e aggravati, e io vi darò riposo.
Matteo 11:29	Prendete su di voi il mio giogo e imparate da me, perché io sono mansueto e umile di cuore; e voi troverete riposo alle vostre anime;
Matteo 11:30	poiché il mio giogo è dolce e il mio carico è leggero”.
Matteo 12:1	A quel tempo Gesù passò di sabato per i seminati; e i suoi discepoli ebbero fame e si misero a svellere delle spighe e a mangiare.
