Mateo 1:1	Libro de la genealogía de Jesucristo, hijo de David, hijo de Abraham:
Mateo 9:4	Y percibiendo Jesús sus pensamientos, dijo: ¿Por qué pensáis mal en vuestros corazones?
Mateo 9:5	Porque, ¿qué es más fácil, decir: Tus pecados te son perdonados, o decir: Levántate y anda?
Mateo 9:6	Pues para que sepáis que el Hijo del Hombre tiene potestad en la tierra para perdonar pecados (dijo entonces al paralítico): ¡Levántate!, toma tu lecho y vete a tu casa.
Mateo 9:7	Entonces él se levantó y se fue a su casa.
Mateo 9:8	Y cuando la gente lo vio, se maravilló y glorificó a Dios, que había dado tal potestad a los hombres.
Mateo 9:9	Y saliendo Jesús de allí, vio a un hombre que estaba sentado al banco de los tributos públicos, el cual se llamaba Mateo, y le dijo: Sígueme. Y se levantó y le siguió.
Mateo 9:10	Y aconteció que, estando él sentado a la mesa en la casa, he aquí que muchos publicanos y pecadores vinieron y se sentaron juntamente a la mesa con Jesús y sus discípulos.
Mateo 9:11	Y cuando vieron esto los fariseos, dijeron a sus discípulos: ¿Por qué come vuestro Maestro con los publicanos y con los pecadores?
Mateo 9:12	Y al oír esto Jesús, les dijo: Los sanos no tienen necesidad de médico, sino los enfermos.
Mateo 9:13	Id, pues, y aprended qué significa: Misericordia quiero y no sacrificio; porque no he venido a llamar a justos, sino a pecadores al arrepentimiento.
Mateo 9:14	Entonces vinieron a él los discípulos de Juan, diciendo: ¿Por qué nosotros y los fariseos ayunamos muchas veces, y tus discípulos no ayunan?
Mateo 9:15	Y Jesús les dijo: ¿Acaso pueden los que están de bodas tener luto entretanto que el esposo está con ellos? Pero vendrán días cuando el esposo les será quitado, y entonces ayunarán.
Mateo 9:16	Y nadie pone remiendo de paño nuevo en vestido viejo, porque tal remiendo tira del vestido y se hace peor la rotura.
Mateo 9:17	Ni echan vino nuevo en odres viejos; de otra manera, los odres se rompen, y el vino se derrama y se pierden los odres; pero echan el vino nuevo en odres nuevos, y lo uno y lo otro se conservan juntamente.
Mateo 9:18	Mientras él les hablaba estas cosas, he aquí, vino uno de los principales y se postró ante él, diciendo: Mi hija acaba de morir; pero ven y pon tu mano sobre ella, y vivirá.
Mateo 9:19	Y se levantó Jesús y le siguió, y también sus discípulos.
Mateo 9:20	Y he aquí una mujer enferma de flujo de sangre, desde hacía doce años, se le acercó por detrás y tocó el borde de su manto;
Mateo 9:21	porque decía dentro de sí: Si solamente tocare su manto, seré sanada.
Mateo 9:22	Mas Jesús, volviéndose y mirándola, dijo: Ten ánimo, hija, tu fe te ha sanado. Y la mujer fue sana desde aquella hora.
Mateo 9:23	Y cuando entró Jesús en la casa del principal, viendo a los que tocaban flautas y a la gente que hacía bullicio,
Mateo 9:24	les dijo: Apartaos, porque la niña no está muerta, sino que duerme. Y se burlaban de él.
Mateo 9:25	Y cuando la gente fue echada fuera, entró y la tomó de la mano, y la niña se levantó.
Mateo 9:26	Y se difundió la fama de eso por toda aquella tierra.
Mateo 9:27	Y cuando Jesús salió de allí, le siguieron dos ciegos, dando voces y diciendo: ¡Ten misericordia de nosotros, Hijo de David!
Mateo 9:28	Y al llegar a la casa, vinieron a él los ciegos; y Jesús les dijo: ¿Creéis que puedo hacer esto? Ellos dijeron: Sí, Señor.
Mateo 9:29	Entonces les tocó los ojos, diciendo: Conforme a vuestra fe os sea hecho.
Mateo 9:30	Y los ojos de ellos fueron abiertos. Y Jesús les encargó rigurosamente, diciendo: Mirad que nadie lo sepa.
Mateo 9:31	Pero ellos salieron y divulgaron la fama de él por toda aquella tierra.
Mateo 9:32	Y saliendo ellos, he aquí, le trajeron un mudo endemoniado.
Mateo 9:33	Y una vez echado fuera el demonio, el mudo habló; y la gente se maravillaba, diciendo: Nunca se ha visto cosa semejante en Israel.
Mateo 9:34	Pero los fariseos decían: Por el príncipe de los demonios echa fuera los demonios.
Mateo 9:35	Y recorría Jesús todas las ciudades y aldeas, enseñando en las sinagogas de ellos, y predicando el evangelio del reino, y sanando toda enfermedad y toda dolencia en el pueblo.
Mateo 9:36	Y al ver las multitudes, tuvo compasión de ellas, porque estaban fatigadas y dispersas como ovejas que no tienen pastor.
Mateo 9:37	Entonces dijo a sus discípulos: A la verdad la mies es mucha, pero los obreros son pocos.
Mateo 9:38	Rogad, pues, al Señor de la mies, que envíe obreros a su mies.
Mateo 10:1	Entonces, llamando a sus doce discípulos, les dio autoridad sobre los espíritus inmundos, para que los echasen fuera y sanasen toda enfermedad y toda dolencia.
Mateo 10:2	Y los nombres de los doce apóstoles son estos: el primero, Simón, que es llamado Pedro, y su hermano Andrés; Jacobo hijo de Zebedeo y su hermano Juan;
Mateo 10:3	Felipe y Bartolomé; Tomás y Mateo, el publicano; Jacobo hijo de Alfeo, y Lebeo, por sobrenombre Tadeo;
Mateo 10:4	Simón el Cananita, y Judas Iscariote, el que además le entregó.
Mateo 10:5	A estos doce envió Jesús, a los cuales dio mandamiento, diciendo: Por camino de gentiles no vayáis, y en ciudad de samaritanos no entréis;
Mateo 10:6	sino id antes a las ovejas perdidas de la casa de Israel.
Mateo 10:7	Y yendo, predicad, diciendo: El reino de los cielos se ha acercado.
Mateo 10:8	Sanad enfermos, limpiad leprosos, resucitad muertos, echad fuera demonios; de gracia recibisteis, dad de gracia.
Mateo 10:9	No llevéis oro, ni plata, ni cobre en vuestras bolsas;
Mateo 10:10	ni alforja para el camino, ni dos ropas de vestir, ni calzado ni bordón, porque el obrero es digno de su alimento.
Mateo 10:11	Mas en cualquier ciudad o aldea donde entréis, averiguad quién es digno en ella y reposad allí hasta que salgáis.
Mateo 10:12	Y al entrar en la casa, saludad.
Mateo 10:13	Y si la casa fuere digna, vuestra paz vendrá sobre ella; mas si no fuere digna, vuestra paz se volverá a vosotros.
Mateo 10:14	Y si alguno no os recibiere ni oyere vuestras palabras, salid de aquella casa o ciudad y sacudid el polvo de vuestros pies.
Mateo 10:15	De cierto os digo que en el día del juicio el castigo será más tolerable para la tierra de Sodoma y de Gomorra que para aquella ciudad.
Mateo 10:16	He aquí, yo os envío como a ovejas en medio de lobos; sed, pues, prudentes como serpientes y sencillos como palomas.
Mateo 10:17	Y guardaos de los hombres, porque os entregarán a los concilios y os azotarán en sus sinagogas;
Mateo 10:18	y aun ante gobernantes y ante reyes seréis llevados por causa de mí, para testimonio a ellos y a los gentiles.
Mateo 10:19	Pero cuando os entreguen, no os preocupéis de cómo o de qué hablaréis, porque en aquella hora os será dado lo que habéis de hablar.
Mateo 10:20	Pues no sois vosotros los que habláis, sino el Espíritu de vuestro Padre que habla en vosotros.
Mateo 10:21	Y el hermano entregará a la muerte al hermano, y el padre al hijo; y los hijos se levantarán contra los padres y los harán morir.
Mateo 10:22	Y seréis aborrecidos por todos por causa de mi nombre; pero el que persevere hasta el fin, este será salvo.
Mateo 10:23	Mas cuando os persigan en esta ciudad, huid a la otra; porque de cierto os digo que no acabaréis de recorrer todas las ciudades de Israel antes que venga el Hijo del Hombre.
Mateo 10:24	El discípulo no es más que su maestro, ni el siervo más que su señor.
Mateo 10:25	Bástale al discípulo ser como su maestro y al siervo como su señor. Si al padre de familia llamaron Beelzebú, ¿cuánto más a los de su casa?
Mateo 10:26	Así que, no los temáis, porque nada hay encubierto que no haya de ser manifestado, ni oculto que no haya de saberse.
Mateo 10:27	Lo que os digo en la oscuridad, decidlo a plena luz; y lo que oís al oído, proclamadlo desde las azoteas.
Mateo 10:28	Y no temáis a los que matan el cuerpo pero no pueden matar al alma; más bien temed a aquel que puede destruir el alma y el cuerpo en el infierno.
Mateo 10:29	¿No se venden dos pajarillos por un cuarto? Con todo, ni uno de ellos cae a tierra sin saberlo vuestro Padre.
Mateo 10:30	Pues aun vuestros cabellos están todos contados.
Mateo 10:31	Así que no temáis; más valéis vosotros que muchos pajarillos.
Mateo 10:32	A cualquiera, pues, que me confiese delante de los hombres, yo también le confesaré delante de mi Padre que está en los cielos.
Mateo 10:33	Y a cualquiera que me niegue delante de los hombres, yo también le negaré delante de mi Padre que está en los cielos.
Mateo 10:34	No penséis que he venido para traer paz a la tierra; no he venido para traer paz, sino espada.
Mateo 10:35	Porque he venido para poner en disensión al hombre contra su padre, y a la hija contra su madre y a la nuera contra su suegra.
Mateo 10:36	Y los enemigos del hombre serán los de su casa.
Mateo 10:37	El que ama al padre o a la madre más que a mí, no es digno de mí; y el que ama al hijo o a la hija más que a mí, no es digno de mí.
Mateo 10:38	Y el que no toma su cruz y sigue en pos de mí no es digno de mí.
Mateo 10:39	El que halla su vida, la perderá; y el que pierde su vida por causa de mí, la hallará.
Mateo 10:40	El que os recibe a vosotros, a mí me recibe; y el que a mí me recibe, recibe al que me envió.
Mateo 10:41	El que recibe a un profeta porque es profeta, recompensa de profeta recibirá; y el que recibe a un justo porque es justo, recompensa de justo recibirá.
Mateo 10:42	Y cualquiera que dé a uno de estos pequeñitos un vaso de agua fría solamente, porque es discípulo, de cierto os digo que no perderá su recompensa.
Mateo 11:1	Y aconteció que, cuando Jesús terminó de dar mandamientos a sus doce discípulos, se fue de allí a enseñar y a predicar en las ciudades de ellos.
Mateo 11:2	Y al oír Juan en la cárcel los hechos de Cristo, le envió dos de sus discípulos
Mateo 11:3	a preguntarle: ¿Eres tú aquel que había de venir, o esperaremos a otro?
Mateo 11:4	Y respondiendo Jesús, les dijo: Id y haced saber a Juan las cosas que oís y veis.
Mateo 11:5	Los ciegos ven, los cojos andan, los leprosos son limpiados, y los sordos oyen; los muertos son resucitados y a los pobres es anunciado el evangelio.
Mateo 11:6	Y bienaventurado es el que no halle tropiezo en mí.
Mateo 11:7	Mientras ellos se iban, comenzó Jesús a hablar acerca de Juan a la multitud: ¿Qué salisteis a ver al desierto? ¿Una caña sacudida por el viento?
Mateo 11:8	¿O qué salisteis a ver? ¿A un hombre cubierto de delicados vestidos? He aquí, los que llevan vestidos delicados están en las casas de los reyes.
Mateo 11:9	Pero, ¿qué salisteis a ver? ¿A un profeta? También os digo, y más que profeta.
Mateo 11:10	Porque este es de quien está escrito:He aquí, yo envío mi mensajero delante de tu faz,quien preparará tu camino delante de ti.
Mateo 11:11	De cierto os digo que entre los que nacen de mujer no se ha levantado otro mayor que Juan el Bautista; pero el más pequeño en el reino de los cielos, mayor es que él.
Mateo 11:12	Desde los días de Juan el Bautista hasta ahora, el reino de los cielos sufre violencia, y los violentos lo arrebatan.
Mateo 11:13	Porque todos los profetas y la ley profetizaron hasta Juan.
Mateo 11:14	Y si queréis recibirlo, él es aquel Elías que había de venir.
Mateo 11:15	El que tiene oídos para oír, oiga.
Mateo 11:16	Pero, ¿a qué compararé esta generación? Es semejante a los muchachos que se sientan en las plazas y dan voces a sus compañeros
Mateo 11:17	y dicen: Os tocamos la flauta, y no bailasteis; os entonamos canciones de duelo, y no os lamentasteis.
Mateo 11:18	Porque vino Juan, que no comía ni bebía, y dicen: Demonio tiene.
Mateo 11:19	Vino el Hijo del Hombre, que come y bebe, y dicen: He aquí un hombre comilón y bebedor de vino, amigo de publicanos y de pecadores. Pero la sabiduría es justificada por sus hijos.
Mateo 11:20	Entonces comenzó a reprender a las ciudades en las cuales había hecho muchos de sus milagros, porque no se habían arrepentido, diciendo:
Mateo 11:21	¡Ay de ti, Corazín! ¡Ay de ti, Betsaida! Porque si en Tiro y en Sidón se hubieran hecho los milagros que han sido hechos en vosotras, ya hace tiempo que se habrían arrepentido en cilicio y en ceniza.
Mateo 11:22	Por tanto os digo que en el día del juicio será más tolerable el castigo para Tiro y para Sidón que para vosotras.
Mateo 11:23	Y tú, Capernaúm, que eres levantada hasta el cielo, hasta el Hades serás abatida, porque si en Sodoma se hubieran hecho las maravillas que se han hecho en ti, habría permanecido hasta el día de hoy.
Mateo 11:24	Por tanto os digo que en el día del juicio será más tolerable el castigo para la tierra de Sodoma que para ti.
Mateo 11:25	En aquel tiempo, respondiendo Jesús, dijo: Te alabo, Padre, Señor del cielo y de la tierra, porque has escondido estas cosas de los sabios y de los entendidos, y las has revelado a los niños.
Mateo 11:26	Sí, Padre, porque así te agradó.
Mateo 11:27	Todas las cosas me son entregadas por mi Padre; y nadie conoce al Hijo, sino el Padre; ni nadie conoce al Padre, sino el Hijo, y aquel a quien el Hijo se lo quiera revelar.
Mateo 11:28	Venid a mí todos los que estáis trabajados y cargados, y yo os haré descansar.
Mateo 11:29	Llevad mi yugo sobre vosotros y aprended de mí, que soy manso y humilde de corazón, y hallaréis descanso para vuestras almas.
Mateo 11:30	Porque mi yugo es fácil y ligera mi carga.
Mateo 12:1	En aquel tiempo iba Jesús por los sembrados en el día de reposo; y sus discípulos tuvieron hambre y comenzaron a arrancar espigas y a comer.
Mateo 12:2	Y al verlo los fariseos, le dijeron: He aquí tus discípulos hacen lo que no es lícito hacer en el día de reposo.
Mateo 12:3	Pero él les dijo: ¿No habéis leído lo que hizo David cuando él y los que con él estaban tuvieron hambre;
Mateo 12:4	cómo entró en la casa de Dios y comió los panes de la proposición, que no les era lícito comer, ni a él ni a los que estaban con él, sino solamente a los sacerdotes?
Mateo 12:5	O, ¿no habéis leído en la ley que en los días de reposo los sacerdotes en el templo profanan el día de reposo y son sin culpa?
Mateo 12:6	Pues os digo que uno mayor que el templo está aquí.
Mateo 12:7	Mas si supieseis lo que significa: Misericordia quiero y no sacrificio, no condenaríais a los inocentes;
Mateo 12:8	porque el Hijo del Hombre es Señor del día de reposo.
Mateo 12:9	Y partiendo de allí, vino a la sinagoga de ellos.
Mateo 12:10	Y he aquí, había allí uno que tenía seca una mano; y le preguntaron, diciendo: ¿Es lícito curar en el día de reposo?, para acusarle.
Mateo 12:11	Y él les dijo: ¿Qué hombre habrá de vosotros que tenga una oveja, y si esta cae en un foso en el día de reposo, no le echa mano y la levanta?
Mateo 12:12	Pues, ¿cuánto más vale un hombre que una oveja? Así que, es lícito en los días de reposo hacer el bien.
