Mosè 1:1	Parole di Dio, che egli disse a Mosè al tempo in cui Mosè fu rapito su una montagna altissima,
Joseph Smith – Storia 1:34	Disse che c’era un libro nascosto, scritto su tavole d’oro, e che dava un racconto dei primi abitanti di questo continente e della fonte da cui scaturirono. Disse anche che in esso era contenuta la pienezza del Vangelo eterno, come fu data dal Salvatore agli antichi abitanti;
Joseph Smith – Storia 1:35	Inoltre, che vi erano due pietre su archi d’argento — e queste pietre, fissate ad un pettorale, costituivano ciò che è chiamato Urim e Thummim — nascoste assieme alle tavole; e che il possesso e l’uso di queste pietre era ciò che costituiva i “veggenti” nei tempi antichi o passati; e che Dio le aveva preparate allo scopo di tradurre il libro.
Joseph Smith – Storia 1:36	Dopo avermi detto queste cose, egli cominciò a citare le profezie dell’Antico Testamento. Citò dapprima una parte del terzo capitolo di Malachia; e citò pure il quarto, ossia l’ultimo capitolo della stessa profezia, sebbene con una piccola variante rispetto al modo in cui si legge nelle nostre Bibbie. Invece di citare il primo versetto come si legge nei nostri libri, egli lo citò così:
Joseph Smith – Storia 1:37	Poiché ecco, il giorno viene che arderà come una fornace, e tutti i superbi, sì, tutti quelli che agiscono malvagiamente, bruceranno come stoppia; poiché coloro che verranno li bruceranno, dice il Signore degli Eserciti, cosicché non lascerà loro né radice né ramo.
Joseph Smith – Storia 1:38	E ancora, egli citò il quinto verso così: Ecco, io vi rivelerò il sacerdozio, per mano di Elia, il profeta, prima della venuta del grande e spaventevole giorno del Signore.
Joseph Smith – Storia 1:39	Citò diversamente anche il versetto successivo: Ed egli pianterà nel cuore dei figli le promesse fatte ai padri, e il cuore dei figli si volgerà ai loro padri. Se così non fosse la terra intera sarebbe completamente devastata alla sua venuta.
Joseph Smith – Storia 1:40	In aggiunta a questi, citò l’undicesimo capitolo d’Isaia, dicendo che stava per adempiersi. Citò anche il terzo capitolo degli Atti, versetti ventidue e ventitré, precisamente come stanno nel nostro Nuovo Testamento. Disse che quel profeta era Cristo, ma che non era ancora venuto il giorno in cui “coloro che non vorranno ascoltare la sua voce saranno recisi di fra il popolo”, ma che sarebbe venuto presto.
Joseph Smith – Storia 1:41	Citò anche il secondo capitolo di Gioele, dal versetto ventotto fino all’ultimo. Disse anche che questo non era ancora adempiuto, ma che doveva esserlo presto. E dichiarò inoltre che la pienezza dei Gentili sarebbe venuta presto. Citò molti altri passi delle Scritture, e dette molte spiegazioni che non si possono menzionare qui.
Joseph Smith – Storia 1:42	Inoltre, mi disse che quando avrei ottenuto quelle tavole di cui aveva parlato — poiché il tempo per riceverle non era ancora adempiuto — non avrei dovuto mostrarle a nessuno, neppure il pettorale con l’Urim e Thummim, tranne a coloro ai quali mi sarebbe stato comandato di mostrarle; se l’avessi fatto sarei stato annientato. Mentre egli conversava con me in merito alle tavole, una visione fu aperta alla mia mente, cosicché potei vedere il luogo dove le tavole erano nascoste, e ciò così chiaramente e distintamente che riconobbi il luogo quando lo visitai.
Joseph Smith – Storia 1:43	Dopo questa comunicazione, vidi la luce nella stanza cominciare a raccogliersi immediatamente attorno alla persona di colui che mi aveva parlato, e continuò così finché la stanza fu di nuovo lasciata al buio, eccetto proprio attorno a lui; quando, d’un tratto vidi, come sembrava, un condotto aprirsi direttamente verso il cielo, ed egli ascese finché scomparve completamente, e la stanza fu lasciata come era prima che quella luce celeste avesse fatto la sua apparizione.
Joseph Smith – Storia 1:44	Giacqui meditando sulla singolarità di quella scena, e mi meravigliavo grandemente di ciò che mi era stato detto da quello straordinario messaggero, quando, nel mezzo della mia meditazione, mi accorsi improvvisamente che la mia camera stava iniziando di nuovo ad essere illuminata, e in un istante, come sembrò, lo stesso messaggero celeste fu di nuovo accanto al il mio letto.
Joseph Smith – Storia 1:45	Egli cominciò, e riferì di nuovo proprio le stesse cose che aveva detto alla sua prima visita, senza la minima variazione; fatto questo, mi informò di grandi giudizi che stavano per colpire la terra, con grandi desolazioni per carestia, spada e pestilenze; e che questi gravi giudizi sarebbero venuti sulla terra in questa generazione. Dopo aver riferito queste cose, egli ascese di nuovo come aveva fatto prima.
Joseph Smith – Storia 1:46	A questo punto, così profonda era l’impressione fatta sulla mia mente, che il sonno se n’era andato, e giacqui sopraffatto dallo sbalordimento per ciò che avevo visto e udito. Ma quale non fu la mia sorpresa quando vidi di nuovo lo stesso messaggero accanto al mio letto, e lo udii ridirmi, ossia ripetermi ancora una volta le stesse cose di prima; e aggiunse un avvertimento per me, dicendo che Satana avrebbe cercato di tentarmi (in conseguenza delle condizioni di indigenza della famiglia di mio padre) ad ottenere le tavole allo scopo di arricchirmi. Questo egli mi proibì, dicendo che non dovevo avere nessun altro obiettivo in vista, nell’ottenere le tavole, se non di glorificare Dio, e che non dovevo essere influenzato da nessun altro motivo che quello di edificare il suo regno; altrimenti non avrei potuto ottenerle.
Joseph Smith – Storia 1:47	Dopo questa terza visita egli ascese di nuovo al cielo come prima, e fui di nuovo lasciato a meditare sulla stranezza di ciò che avevo appena vissuto; quando, quasi immediatamente dopo che il messaggero celeste era asceso da me per la terza volta, il gallo cantò e mi resi conto che il giorno si avvicinava, cosicché i nostri colloqui dovevano aver occupato tutta la notte.
Joseph Smith – Storia 1:48	Poco dopo mi alzai dal letto, e come al solito andai alle necessarie fatiche di ogni giorno; ma nel tentare di lavorare come le altre volte, mi accorsi che le mie forze erano così esaurite da rendermi completamente incapace. Mio padre, che lavorava assieme a me, si accorse che in me c’era qualcosa che non andava e mi disse di andare a casa. Partii con l’intenzione di andare verso la mia casa, ma nel tentativo di oltrepassare il recinto per uscire dal campo dove eravamo, le forze mi vennero meno del tutto e caddi a terra inerme, e per un certo tempo fui del tutto inconscio di ogni cosa.
Joseph Smith – Storia 1:49	La prima cosa che posso rammentare fu una voce che mi parlava, chiamandomi per nome. Guardai in su e vidi lo stesso messaggero, che stava al disopra della mia testa, circondato di luce come prima. Egli allora mi riferì di nuovo tutto quello che mi aveva riferito la notte precedente, e mi comandò di andare da mio padre e di parlargli della visione e dei comandamenti che avevo ricevuto.
Joseph Smith – Storia 1:50	Obbedii; ritornai da mio padre nel campo e gli narrai l’intera questione. Egli mi rispose che ciò era da Dio, e mi disse di andare e di fare come comandato dal messaggero. Lasciai il campo e andai nel luogo dove il messaggero mi aveva detto che erano nascoste le tavole; e a motivo della nitidezza della visione che avevo avuto riguardo ad esso, riconobbi il luogo nell’istante in cui vi arrivai.
Joseph Smith – Storia 1:51	In prossimità del villaggio di Manchester, Contea di Ontario, New York, si trova una collina di dimensioni considerevoli, e la più elevata di ogni altra nei dintorni. Sul lato occidentale di questa collina, non lontano dalla cima, sotto una pietra di considerevoli dimensioni, giacevano le tavole, nascoste in una cassa di pietra. Questa pietra era spessa ed arrotondata nel mezzo, sulla parte superiore, e più sottile verso i bordi, cosicché la parte centrale di essa era visibile sopra il terreno, ma i bordi tutt’attorno erano coperti di terra.
Joseph Smith – Storia 1:52	Avendo rimosso la terra, mi procurai una leva, che fissai sotto il bordo della pietra, e con un lieve sforzo la sollevai. Guardai dentro, e là infatti vidi le tavole, l’Urim e Thummim ed il pettorale, come affermato dal messaggero. La cassa in cui giacevano era stata formata ponendo insieme delle pietre con una qualche specie di cemento. Nel fondo della cassa erano poste due pietre sulle diagonali della cassa, e su queste pietre giacevano le tavole e le altre cose con esse.
Joseph Smith – Storia 1:53	Feci un tentativo per tirarle fuori, ma mi fu proibito dal messaggero, e fui di nuovo informato che il momento di portarle alla luce non era ancora arrivato, né lo sarebbe stato fino a quattro anni da quel momento; ma mi disse che sarei dovuto tornare in quel luogo dopo un anno preciso da quel momento, e che là egli si sarebbe incontrato con me, e che avrei dovuto continuare a fare così finché non fosse venuto il tempo di ottenere le tavole.
Joseph Smith – Storia 1:54	Di conseguenza, come mi era stato comandato, andai alla fine di ogni anno, e ogni volta vi trovai lo stesso messaggero, e ricevetti da lui istruzioni e informazioni, ad ognuno dei nostri colloqui, in merito a ciò che il Signore stava per fare, e a come, e in quale maniera il suo regno doveva essere condotto negli ultimi giorni.
Joseph Smith – Storia 1:55	Siccome le condizioni materiali di mio padre erano molto limitate, eravamo nella necessità di lavorare con le nostre mani, assunti per lavori alla giornata e in altri modi, secondo l’occasione che si presentava. Talvolta eravamo a casa e talvolta fuori, e mediante il continuo lavoro eravamo in grado di avere un tenore di vita confortevole.
Joseph Smith – Storia 1:56	Nell’anno 1823 la famiglia di mio padre subì un grande dolore per la morte di mio fratello maggiore Alvin. Nel mese di ottobre del 1825 fui assunto da un anziano signore di nome Josiah Stoal, che viveva nella Contea di Chenango, Stato di New York. Egli aveva sentito dire di una miniera d’argento che era stata aperta dagli Spagnoli ad Harmony, Contea di Susquehanna, Stato della Pennsylvania, e prima di assumermi presso di lui aveva scavato, allo scopo di scoprire, se possibile, la miniera. Dopo che andai ad abitare con lui egli mi prese, col resto dei suoi operai, per scavare alla ricerca della miniera d’argento, cosa alla quale continuai a lavorare per circa un mese, senza successo per la nostra impresa, e alla fine persuasi l’anziano signore a cessare di scavare per cercarla. Di qui è nata la diceria assai diffusa che io sia stato un cercatore di tesori.
Joseph Smith – Storia 1:57	Durante il tempo in cui fui impiegato in questo modo, fui messo a pensione presso un certo Signor Isaac Hale, di quel luogo; fu là che vidi per la prima volta mia moglie (sua figlia) Emma Hale. Il 18 gennaio 1827 ci sposammo, mentre ero ancora impiegato al servizio del Signor Stoal.
Joseph Smith – Storia 1:58	Per il fatto che continuavo ad affermare che avevo avuto una visione, le persecuzioni mi seguivano ancora, e la famiglia del padre di mia moglie era molto contraria al nostro matrimonio. Mi trovai dunque nella necessità di portarla altrove; così ce ne andammo e ci sposammo nella casa del giudice Tarbill, a South Bainbridge, Contea di Chenango, New York. Immediatamente dopo il matrimonio lasciai il Signor Stoal e andai da mio padre, e lavorai con lui alla fattoria per quella stagione.
Joseph Smith – Storia 1:59	Giunse infine il momento di ottenere le tavole, l’Urim e Thummim e il pettorale. Il ventidue settembre milleottocentoventisette, essendo andato, come al solito alla fine di un altro anno, al luogo dove erano nascoste, lo stesso messaggero celeste me le consegnò con questo incarico: che ne sarei stato responsabile; che se le avessi perdute per noncuranza o per qualche mia negligenza, sarei stato reciso; ma che se avessi usato tutto il mio impegno per preservarle fino a che egli, il messaggero, fosse venuto a riprenderle, esse sarebbero state protette.
Joseph Smith – Storia 1:60	Scoprii subito la ragione per cui avevo ricevuto istruzioni così rigide di tenerle al sicuro, e per quale motivo il messaggero aveva detto che, quando avessi fatto tutto ciò che mi era stato chiesto, egli sarebbe venuto a riprenderle. Poiché, non appena fu noto che le avevo, gli sforzi più strenui furono impiegati per togliermele. A tale scopo si ricorse ad ogni stratagemma che si potesse inventare. Le persecuzioni divennero più aspre e più dure di prima, e molta gente era continuamente in allerta per togliermele, se possibile. Ma per la saggezza di Dio, esse rimasero sicure nelle mie mani fino a che potei compiere tramite esse ciò che mi era richiesto. Quando, secondo gli accordi, il messaggero venne a riprenderle, gliele consegnai; ed egli le ha in suo possesso fino a quest’oggi, che è il due maggio milleottocentotrentotto.
Joseph Smith – Storia 1:61	Il fermento, comunque, continuò ancora, e la calunnia con le sue mille lingue veniva continuamente impiegata per mettere in circolazione falsità sulla famiglia di mio padre e su me stesso. Se dovessi riferirne la millesima parte, riempirebbe dei volumi. La persecuzione, comunque, divenne così intollerabile che mi trovai nella necessità di lasciare Manchester e di andare con mia moglie nella Contea di Susquehanna, nello Stato della Pennsylvania. Mentre mi preparavo a partire — essendo io molto povero e la persecuzione così pesante su di noi che non c’era probabilità che ci saremmo trovati in condizioni diverse — in mezzo alle nostre afflizioni trovammo un amico in un signore di nome Martin Harris, che venne da noi e mi diede cinquanta dollari per aiutarci nel nostro viaggio. Il Signor Harris risiedeva nel comune di Palmyra, contea di Wayne, nello Stato di New York, ed era un rispettato agricoltore.
Joseph Smith – Storia 1:62	Mediante questo tempestivo aiuto, fui in grado di raggiungere il luogo della mia destinazione in Pennsylvania, e immediatamente dopo il mio arrivo là, cominciai a copiare i caratteri dalle tavole. Ne copiai un numero considerevole e per mezzo dell’Urim e Thummim ne tradussi alcuni, cosa che feci fra il momento in cui arrivai alla casa del padre di mia moglie, nel mese di dicembre, e il febbraio seguente.
Joseph Smith – Storia 1:63	Durante questo mese di febbraio, il precitato Signor Martin Harris venne a casa nostra, prese i caratteri che avevo tratto dalle tavole e partì con essi per la città di New York. Per ciò che ebbe luogo riguardo a lui ed ai caratteri faccio riferimento al suo stesso racconto dei fatti, come me li riferì dopo il suo ritorno, che fu il seguente:
Joseph Smith – Storia 1:64	“Andai nella città di New York e presentai i caratteri che erano stati tradotti, assieme alla loro traduzione, al professor Charles Anthon, un signore celebre per i suoi conseguimenti letterari. Il professor Anthon affermò che la traduzione era corretta, più di ogni altra che avesse fino ad allora visto tradotta dall’egiziano. Gli mostrai allora quelli che non erano ancora stati tradotti, e disse che erano egiziani, caldei, assiri ed arabi; e disse che erano caratteri autentici. Mi diede un certificato che attestava al popolo di Palmyra che erano caratteri autentici, e che la traduzione di quelli che erano stati tradotti era pure corretta. Presi il certificato e me lo misi in tasca, e stavo per lasciare la casa, quando il signor Anthon mi richiamò e mi domandò come il giovane avesse scoperto che c’erano delle tavole d’oro nel luogo dove le aveva trovate. Risposi che un angelo di Dio glielo aveva rivelato.
Joseph Smith – Storia 1:65	Mi disse allora: ‘Mi faccia vedere quel certificato’. Di conseguenza lo tirai fuori di tasca e glielo diedi, e allora egli lo prese e lo stracciò a pezzi, dicendo che non v’erano più cose come il ministero degli angeli, e che se gli avessi portato le tavole le avrebbe tradotte. Lo informai che parte delle tavole erano sigillate, e che mi era proibito portarle. Egli rispose: ‘Non posso leggere un libro sigillato’. Lo lasciai e andai dal dott. Mitchell, che confermò ciò che aveva detto il professor Anthon in merito sia ai caratteri che alla traduzione”.
Joseph Smith – Storia 1:66	Il 5 aprile del 1829 Oliver Cowdery, che fino a quel momento non avevo mai visto, venne a casa mia. Mi spiegò che mentre insegnava in una scuola nei dintorni di dove risiedeva mio padre, ed essendo mio padre uno di coloro che mandavano i figli a scuola, egli era andato per qualche tempo a pensione in casa sua; e mentre era là, la famiglia gli aveva riferito le circostanze in cui avevo ricevuto le tavole, e di conseguenza era venuto per farmi qualche domanda.
Joseph Smith – Storia 1:67	Due giorni dopo l’arrivo del signor Cowdery (era il 7 aprile) cominciai a tradurre il Libro di Mormon, ed egli iniziò a scrivere per me.
Joseph Smith – Storia 1:68	Continuavamo ancora l’opera di traduzione quando, il mese seguente (maggio 1829), in un certo giorno andammo nel bosco per pregare e per chiedere al Signore in merito al battesimo per la remissione dei peccati, che avevamo trovato menzionato nella traduzione delle tavole. Mentre eravamo così occupati, a pregare e ad invocare il Signore, un messaggero dal cielo scese in una nuvola di luce, e dopo averci imposto le mani, ci ordinò dicendo:
Joseph Smith – Storia 1:69	Su di voi miei compagni di servizio, nel nome del Messia, io conferisco il Sacerdozio di Aaronne, che detiene le chiavi del ministero degli angeli, e del vangelo di pentimento, e del battesimo per immersione per la remissione dei peccati; e questo non sarà mai più tolto dalla terra fino a che i figli di Levi non offriranno di nuovo un’offerta al Signore in rettitudine.
Joseph Smith – Storia 1:70	Disse che il Sacerdozio di Aaronne non aveva il potere di imporre le mani per il dono dello Spirito Santo, ma che ciò ci sarebbe stato conferito in seguito; e ci comandò di andare a battezzarci, e ci dette istruzioni che io battezzassi Oliver Cowdery e che egli poi battezzasse me.
Joseph Smith – Storia 1:71	Di conseguenza, andammo e ci battezzammo. Prima io battezzai lui, e poi lui battezzò me; dopo di che posi le mani sul suo capo e lo ordinai al Sacerdozio di Aaronne; poi egli pose le mani su di me e mi ordinò allo stesso sacerdozio; poiché così ci fu comandato.*
Joseph Smith – Storia 1:72	Il messaggero che ci visitò in quella occasione e che ci conferì questo sacerdozio, disse che il suo nome era Giovanni, lo stesso che nel Nuovo Testamento è chiamato Giovanni Battista, e che agiva sotto la direzione di Pietro, Giacomo e Giovanni, che detenevano le chiavi del Sacerdozio di Melchisedec, il quale sacerdozio, egli disse, ci sarebbe stato conferito a tempo debito, e che io sarei stato chiamato il primo Anziano della Chiesa ed egli (Oliver Cowdery) il secondo. Fu il quindici maggio del 1829 che fummo ordinati sotto le mani di questo messaggero, e battezzati.
Joseph Smith – Storia 1:73	Immediatamente, mentre uscivamo dall’acqua dopo essere stati battezzati, ricevemmo grandi e gloriose benedizioni dal nostro Padre Celeste. Avevo appena battezzato Oliver Cowdery, che lo Spirito Santo cadde su di lui ed egli si alzò e profetizzò molte cose che sarebbero avvenute tra breve. E ancora, non appena io fui battezzato da lui, anch’io ebbi lo spirito di profezia, per cui, alzatomi, profetizzai riguardo al sorgere di questa Chiesa e a molte altre cose connesse con la Chiesa e con questa generazione di figlioli degli uomini. Fummo riempiti dello Spirito Santo e gioimmo nel Dio della nostra salvezza.
Joseph Smith – Storia 1:74	Essendo la nostra mente ora illuminata, cominciammo ad avere le scritture aperte alla nostra comprensione, e il vero significato e intento dei più misteriosi passi si rivelava a noi in una maniera che non avremmo mai potuto conseguire in precedenza, né mai prima avremmo pensato. Nel frattempo, fummo costretti a tenere segreto il fatto di aver ricevuto il Sacerdozio e di essere stati battezzati, a causa di uno spirito di persecuzione che si era già manifestato nei dintorni.
Joseph Smith – Storia 1:75	Di tanto in tanto eravamo stati minacciati di venir malmenati dalla folla, e ciò perfino da coloro che si professavano religiosi. E la loro intenzione di malmenarci era contrastata soltanto dall’influenza della famiglia del padre di mia moglie (per Divina Provvidenza), che mi era divenuta molto amica e che si opponeva alla plebaglia, e che desiderava che mi fosse permesso di continuare l’opera di traduzione senza interruzione; e perciò ci offrì e ci promise protezione da ogni procedimento illegale, per quanto stava in loro.
Articoli di Fede 1:1	Noi crediamo in Dio, il Padre Eterno, e in Suo Figlio Gesù Cristo e nello Spirito Santo.
Articoli di Fede 1:2	Noi crediamo che gli uomini saranno puniti per i loro propri peccati e non per la trasgressione di Adamo.
Articoli di Fede 1:3	Noi crediamo che tramite l’Espiazione di Cristo tutta l’umanità può essere salvata, mediante l’obbedienza alle leggi e alle ordinanze del Vangelo.
Articoli di Fede 1:4	Noi crediamo che i primi principi e le prime ordinanze del Vangelo sono: primo, la fede nel Signore Gesù Cristo; secondo, il pentimento; terzo, il battesimo per immersione per la remissione dei peccati; quarto, l’imposizione delle mani per il dono dello Spirito Santo.
Articoli di Fede 1:5	Noi crediamo che un uomo deve essere chiamato da Dio, per profezia, e mediante l’imposizione delle mani da parte di coloro che detengono l’autorità, per predicare il Vangelo e per amministrarne le ordinanze.
Articoli di Fede 1:6	Noi crediamo nella stessa organizzazione che esisteva nella chiesa primitiva, cioè: apostoli, profeti, pastori, insegnanti, evangelisti e così via.
Articoli di Fede 1:7	Noi crediamo nel dono delle lingue, della profezia, della rivelazione, delle visioni, della guarigione, della interpretazione delle lingue e così via.
Articoli di Fede 1:8	Noi crediamo che la Bibbia è la Parola di Dio, per quanto è tradotta correttamente; crediamo anche che il Libro di Mormon è la parola di Dio.
Articoli di Fede 1:9	Noi crediamo in tutto ciò che Dio ha rivelato, in tutto ciò che rivela ora, e noi crediamo che Egli rivelerà ancora molte cose grandi e importanti relative al Regno di Dio.
Articoli di Fede 1:10	Noi crediamo nel raduno letterale d’Israele e nella restaurazione delle dieci tribù, che Sion (la Nuova Gerusalemme) sarà edificata nel continente americano, che Cristo regnerà personalmente sulla terra e che la terra sarà rinnovata e riceverà la sua gloria paradisiaca.
Articoli di Fede 1:11	Noi rivendichiamo il privilegio di adorare Dio Onnipotente secondo i dettami della nostra coscienza e riconosciamo a tutti gli uomini lo stesso privilegio: che adorino come, dove o ciò che vogliono.
Articoli di Fede 1:12	Noi crediamo di dover essere soggetti ai re, ai presidenti, ai governanti ed ai magistrati, di dover obbedire, onorare e sostenere le leggi.
Articoli di Fede 1:13	Noi crediamo nell’essere onesti, fedeli, casti, benevoli e virtuosi e nel fare il bene a tutti gli uomini. In verità possiamo dire di seguire l’ammonimento di Paolo: crediamo ogni cosa, speriamo ogni cosa, abbiamo sopportato molte cose e speriamo di essere in grado di sopportare ogni cosa. Se vi sono cose virtuose, amabili, di buona reputazione o degne di lode, queste sono le cose che noi ricerchiamo.
