Genesi 1:1	Nel principio Dio creò i cieli e la terra.
Genesi 9:14	E avverrà che quando avrò raccolto delle nuvole al di sopra della terra, l’arco apparirà nelle nuvole,
Genesi 9:15	e io mi ricorderò della mia alleanza fra me e voi e ogni essere vivente di ogni carne, e le acque non diventeranno più un diluvio per distruggere ogni carne.
Genesi 9:16	L’arco dunque sarà nelle nuvole, e io lo guarderò per ricordarmi dell’alleanza eterna fra Dio e ogni essere vivente, di qualunque carne che è sulla terra”.
Genesi 9:17	E Dio disse a Noè: “Questo è il segno dell’alleanza che io ho stabilito fra me e ogni carne che è sulla terra”.
Genesi 9:18	E i figli di Noè che uscirono dall’arca furono Sem, Cam e Iafet; e Cam è il padre di Canaan.
Genesi 9:19	Questi sono i tre figli di Noè; e da loro fu popolata tutta la terra.
Genesi 9:20	Ora Noè, che era agricoltore, cominciò a piantare la vigna;
Genesi 9:21	e bevve del vino e si inebriò e si scoprì in mezzo alla sua tenda.
Genesi 9:22	E Cam, padre di Canaan, vide la nudità di suo padre, e andò a dirlo fuori, ai suoi fratelli.
Genesi 9:23	Ma Sem e Iafet presero il suo mantello, se lo misero assieme sulle spalle, e, camminando all’indietro, coprirono la nudità di loro padre; e siccome avevano la faccia rivolta dalla parte opposta, non videro la nudità di loro padre.
Genesi 9:24	E quando Noè si svegliò dalla sua ebbrezza, seppe quello che gli aveva fatto il suo figlio minore; e disse:
Genesi 9:25	“Maledetto sia Canaan! Sia servo dei servi dei suoi fratelli!”.
Genesi 9:26	E disse ancora: “Benedetto sia l’Eterno, il Dio di Sem, e sia Canaan suo servo!
Genesi 9:27	Dio estenda Iafet, ed abiti egli nelle tende di Sem, e sia Canaan suo servo!”.
Genesi 9:28	E Noè visse, dopo il diluvio, trecentocinquant’anni.
Genesi 9:29	E tutto il tempo che Noè visse fu novecentocinquant’anni; poi morì.
Genesi 10:1	Questa è la posterità dei figli di Noè: Sem, Cam e Iafet; e a loro nacquero dei figli, dopo il diluvio.
Genesi 10:2	I figli di Jafet furono Gomer, Magog, Madai, Iavan, Tubal, Mescec e Tiras.
Genesi 10:3	I figli di Gomer: Aschenaz, Rifat e Togarma.
Genesi 10:4	I figli di Iavan: Elisha, Tarsis, Chittim e Dodanim.
Genesi 10:5	Da essi vennero i popoli sparsi nelle isole delle nazioni, nei loro diversi paesi, ciascuno secondo la propria lingua, secondo le loro famiglie, nelle loro nazioni.
Genesi 10:6	I figli di Cam furono Cush, Mizraim, Put e Canaan.
Genesi 10:7	I figli di Cush: Seba, Avila, Sabta, Raama e Sabteca; e i figli di Raama: Sceba e Dedan.
Genesi 10:8	E Cush generò Nimrod, che cominciò a essere potente sulla terra.
Genesi 10:9	Egli fu un potente cacciatore nel cospetto dell’Eterno; perciò si dice: “Come Nimrod, potente cacciatore nel cospetto dell’Eterno”.
Genesi 10:10	E il principio del suo regno fu Babel, Erec, Accad e Calne nel paese di Scinear.
Genesi 10:11	Da quel paese andò in Assiria ed edificò Ninive, Reobot-Ir e Cala;
Genesi 10:12	e, fra Ninive e Cala, Resen, la gran città.
Genesi 10:13	Mizraim generò i Ludim, gli Anamim, i Leabim, i Naftuim,
Genesi 10:14	i Patrusim, i Casluim (da cui uscirono i Filistei) e i Caftorim.
Genesi 10:15	Canaan generò Sidon, suo primogenito, e Het,
Genesi 10:16	e i Gebusei, gli Amorei, i Ghirgasei,
Genesi 10:17	gli Ivvei, gli Archei, i Sinei,
Genesi 10:18	gli Arvadei, gli Zemarei e gli Amattei. Poi le famiglie dei Cananei si sparsero.
Genesi 10:19	E i confini dei Cananei andarono da Sidon, in direzione di Gherar, fino a Gaza; e in direzione di Sodoma, Gomorra, Adma e Zeboim, fino a Lesha.
Genesi 10:20	Questi sono i figli di Cam, secondo le loro famiglie, secondo le loro lingue, nei loro paesi, nelle loro nazioni.
Genesi 10:21	Anche a Sem, padre di tutti i figli di Eber e fratello maggiore di Iafet, nacquero dei figli.
Genesi 10:22	I figli di Sem furono Elam, Assur, Arpacsad, Lud e Aram.
Genesi 10:23	I figli di Aram: Uz, Ul, Gheter e Mash.
Genesi 10:24	E Arpacsad generò Scela, e Scela generò Eber.
Genesi 10:25	E ad Eber nacquero due figli; il nome dell’uno fu Peleg, perché ai suoi giorni la terra fu divisa; e il nome di suo fratello fu Ioctan.
Genesi 10:26	E Ioctan generò Almodad, Scelef, Azarmavet,
Genesi 10:27	Iera, Adoram, Uzal,
Genesi 10:28	Dicla, Obal, Abimael, Sceba,
Genesi 10:29	Ofir, Avila e Iobab. Tutti questi furono figli di Ioctan.
Genesi 10:30	E la loro dimora fu la montagna orientale, da Mesha, fin verso Sefar.
Genesi 10:31	Questi sono i figli di Sem, secondo le loro famiglie, secondo le loro lingue, nei loro paesi, secondo le loro nazioni.
Genesi 10:32	Queste sono le famiglie dei figli di Noè, secondo le loro generazioni, nelle loro nazioni; e da essi uscirono le nazioni che si sparsero per la terra dopo il diluvio.
Genesi 11:1	Ora, tutta la terra parlava la stessa lingua e usava le stesse parole.
Genesi 11:2	E avvenne che, essendo partiti da oriente, gli uomini trovarono una pianura nel paese di Scinear, e vi si stanziarono.
Genesi 11:3	E dissero l’uno all’altro: “Orsù, facciamo dei mattoni e cuociamoli con il fuoco!”. E usarono mattoni invece di pietre, e bitume invece di calcina.
Genesi 11:4	E dissero: “Orsù, edifichiamoci una città e una torre la cui cima giunga fino al cielo, e acquistiamoci fama, affinché non siamo dispersi sulla faccia di tutta la terra”.
Genesi 11:5	E l’Eterno discese per vedere la città e la torre che i figlioli degli uomini edificavano.
Genesi 11:6	E l’Eterno disse: “Ecco, essi sono un solo popolo e hanno tutti la medesima lingua; e questo è il principio del loro lavoro; ora nulla impedirà loro di condurre a termine ciò che intendono fare.
Genesi 11:7	Orsù, scendiamo e confondiamo laggiù la loro lingua, affinché l’uno non capisca il parlare dell’altro!”.
Genesi 11:8	Così l’Eterno li disperse di là sulla faccia di tutta la terra, ed essi cessarono di edificare la città.
Genesi 11:9	Perciò a questa fu dato il nome di Babele perché l’Eterno vi confuse la lingua di tutta la terra, e di là l’Eterno li disperse sulla faccia di tutta la terra.
Genesi 11:10	Questa è la posterità di Sem. Sem, all’età di cento anni, generò Arpacsad, due anni dopo il diluvio.
Genesi 11:11	E Sem, dopo che ebbe generato Arpacsad, visse cinquecento anni e generò figli e figlie.
Genesi 11:12	Arpacsad visse trentacinque anni e generò Scela; e Arpacsad, dopo aver generato Scela,
Genesi 11:13	visse quattrocentotré anni e generò figli e figlie.
Genesi 11:14	Scela visse trent’anni e generò Eber;
Genesi 11:15	e Scela, dopo aver generato Eber, visse quattrocentotré anni e generò figli e figlie.
Genesi 11:16	Eber visse trentaquattro anni e generò Peleg;
Genesi 11:17	ed Eber, dopo aver generato Peleg, visse quattrocentotrent’anni e generò figli e figlie.
Genesi 11:18	Peleg visse trent’anni e generò Reu;
Genesi 11:19	e Peleg, dopo aver generato Reu, visse duecentonove anni e generò figli e figlie.
Genesi 11:20	Reu visse trentadue anni e generò Serug;
Genesi 11:21	e Reu, dopo aver generato Serug, visse duecentosette anni e generò figli e figlie.
Genesi 11:22	Serug visse trent’anni e generò Naor;
Genesi 11:23	e Serug, dopo aver generato Naor, visse duecento anni e generò figli e figlie.
Genesi 11:24	Naor visse ventinove anni e generò Tera;
Genesi 11:25	e Naor, dopo aver generato Tera, visse centodiciannove anni e generò figli e figlie.
Genesi 11:26	Tera visse settant’anni e generò Abramo, Naor e Aran.
Genesi 11:27	E questa è la posterità di Tera. Tera generò Abramo, Naor e Aran; e Aran generò Lot.
Genesi 11:28	Aran morì in presenza di Tera suo padre, nel suo paese natio, in Ur dei Caldei.
Genesi 11:29	E Abramo e Naor si presero delle mogli; il nome della moglie di Abramo era Sarai; e il nome della moglie di Naor, Milca, che era figlia di Aran, padre di Milca e padre di Isca.
Genesi 11:30	E Sarai era sterile; non aveva figli.
Genesi 11:31	E Tera prese Abramo, suo figlio, e Lot, figlio di Aran, cioè figlio di suo figlio, e Sarai sua nuora, moglie di Abramo suo figlio, e uscirono insieme da Ur dei Caldei per andare nel paese di Canaan; e, giunti a Caran, vi dimorarono.
Genesi 11:32	E il tempo che Tera visse fu duecentocinque anni; poi Tera morì in Caran.
Genesi 12:1	Ora, l’Eterno disse ad Abramo: “Vattene dal tuo paese e dal tuo parentado e dalla casa di tuo padre, nel paese che io ti mostrerò;
Genesi 12:2	e io farò di te una grande nazione e ti benedirò e renderò grande il tuo nome e tu sarai fonte di benedizione;
Genesi 12:3	e benedirò quelli che ti benediranno e maledirò chi ti maledirà e in te saranno benedette tutte le famiglie della terra”.
Genesi 12:4	E Abramo se ne andò, come l’Eterno gli aveva detto, e Lot andò con lui. Abramo aveva settantacinque anni quando partì da Caran.
Genesi 12:5	E Abramo prese Sarai sua moglie e Lot, figlio di suo fratello, e tutti i beni che possedevano e le persone che avevano acquistato in Caran, e partirono per andarsene nel paese di Canaan; e giunsero nel paese di Canaan.
Genesi 12:6	E Abramo attraversò il paese fino al luogo di Sichem, fino alla quercia di Moreh. Ora, in quel tempo i Cananei erano nel paese.
Genesi 12:7	E l’Eterno apparve ad Abramo e disse: “Io darò questo paese alla tua progenie”. Ed egli vi edificò un altare all’Eterno che gli era apparso.
Genesi 12:8	E di là si spostò verso la montagna a oriente di Betel, e piantò le sue tende, avendo Betel a occidente e Ai ad oriente; e vi edificò un altare all’Eterno e invocò il nome dell’Eterno.
Genesi 12:9	Poi Abramo partì, proseguendo da un accampamento all’altro, verso sud.
Genesi 12:10	Ora, venne nel paese una carestia; e Abramo scese in Egitto per soggiornarvi, perché la carestia era grave nel paese.
Genesi 12:11	E come stava per entrare in Egitto, disse a Sarai sua moglie: “Ecco, io so che tu sei una donna di bell’aspetto;
Genesi 12:12	e avverrà che quando gli Egiziani ti avranno veduta, diranno: ‘Ella è sua moglie’; e uccideranno me, ma a te lasceranno la vita.
Genesi 12:13	Ti prego, di’ che sei mia sorella, perché io sia trattato bene a motivo di te, e la vita mi sia conservata per amor tuo”.
Genesi 12:14	E avvenne che quando Abramo fu giunto in Egitto, gli Egiziani osservarono che la donna era molto bella.
Genesi 12:15	E i principi di Faraone la videro e la lodarono dinanzi a Faraone; e la donna fu portata a casa di Faraone.
Genesi 12:16	Ed egli fece del bene ad Abramo per amor di lei; ed Abramo ebbe pecore, buoi, asini, servi, serve, asine e cammelli.
Genesi 12:17	Ma l’Eterno colpì Faraone e la sua casa con grandi piaghe, a motivo di Sarai, moglie di Abramo.
Genesi 12:18	Allora Faraone chiamò Abramo e disse: “Che mi hai fatto? perché non mi hai detto che era tua moglie? perché hai detto:
Genesi 12:19	‘È mia sorella?’, cosicché io me la sono presa per moglie. Ora dunque eccoti tua moglie; prenditela e vattene!”.
Genesi 12:20	E Faraone diede alla sua gente ordini relativi ad Abramo, ed essi fecero partire lui, sua moglie, e tutto quello che egli possedeva.
Genesi 13:1	Abramo dunque risalì dall’Egitto con sua moglie, con tutto quel che possedeva e con Lot, andando verso il sud di Canaan.
Genesi 13:2	Abramo era molto ricco di bestiame, di argento e di oro.
Genesi 13:3	E continuò il suo viaggio da sud fino a Betel, al luogo dove all’inizio c’era la sua tenda, fra Betel ed Ai,
Genesi 13:4	al luogo dove c’era l’altare che egli aveva fatto inizialmente; e là Abramo invocò il nome dell’Eterno.
Genesi 13:5	Ora Lot, che viaggiava con Abramo, aveva anch’egli pecore, buoi e tende.
Genesi 13:6	E il paese non era sufficiente perché essi potessero abitarvi assieme; poiché i loro beni erano grandi ed essi non potevano stare assieme.
Genesi 13:7	E nacque una contesa fra i pastori del bestiame di Abramo e i pastori del bestiame di Lot. I Cananei e i Ferezei abitavano a quel tempo nel paese.
Genesi 13:8	E Abramo disse a Lot: “Ti prego, non ci sia contesa fra me e te, né fra i miei pastori e i tuoi pastori, perché siamo fratelli!
Genesi 13:9	Tutto il paese non sta esso davanti a te? Ti prego, separati da me! Se tu vai a sinistra, io andrò a destra; e se tu vai a destra, io andrò a sinistra”.
Genesi 13:10	E Lot alzò gli occhi e vide l’intera pianura del Giordano. Prima che l’Eterno distruggesse Sodoma e Gomorra, essa era tutta quanta irrigata fino a Zoar, come il giardino dell’Eterno, come il paese d’Egitto.
Genesi 13:11	E Lot si scelse tutta la pianura del Giordano, e partì andando verso oriente. Così si separarono l’uno dall’altro.
Genesi 13:12	Abramo dimorò nel paese di Canaan, e Lot abitò nelle città della pianura e andò piantando le sue tende fino a Sodoma.
Genesi 13:13	Ora la gente di Sodoma era scellerata e oltremodo peccatrice contro l’Eterno.
Genesi 13:14	E l’Eterno disse ad Abramo, dopo che Lot si fu separato da lui: “Alza ora gli occhi tuoi e guarda, dal luogo dove sei, a settentrione, a meridione, a oriente, a occidente.
Genesi 13:15	Tutto il paese che vedi, lo darò a te e alla tua progenie, in perpetuo.
Genesi 13:16	E farò sì che la tua progenie sia come la polvere della terra; in modo che, se alcuno può contare la polvere della terra, anche la tua progenie si potrà contare.
Genesi 13:17	Lèvati, percorri il paese in lungo e in largo, poiché io te lo darò”.
Genesi 13:18	Allora Abramo levò le sue tende, e venne ad abitare alle querce di Mamre, che sono a Hebron; e vi edificò un altare all’Eterno.
Genesi 14:1	Ora avvenne, al tempo di Amrafel re di Scinear, di Arioc re di Ellasar, di Chedorlaomer re di Elam, e di Tideal re dei Goim,
Genesi 14:2	che essi mossero guerra a Bera re di Sodoma, a Birsa re di Gomorra, a Scinear re di Adma, a Scemeber re di Zeboim e al re di Bela, che è Zoar.
Genesi 14:3	Tutti questi ultimi si radunarono nella valle di Siddim, che è il Mar salato.
Genesi 14:4	Per dodici anni erano stati soggetti a Chedorlaomer, e al tredicesimo anno si erano ribellati.
Genesi 14:5	E nell’anno quattordicesimo, Chedorlaomer e i re che erano con lui vennero e sbaragliarono i Refei ad Ashterot-Carnaim, gli Zuzei ad Am, gli Emei nella pianura di Chiriataim
Genesi 14:6	e gli Horei nella loro montagna di Seir fino a El-Paran, che è presso il deserto.
Genesi 14:7	Poi tornarono indietro e vennero a En-Mishpat, che è Cades, e sbaragliarono gli Amalechiti su tutto il loro territorio, e così pure gli Amorei, che abitavano ad Azazon-Tamar.
Genesi 14:8	Allora il re di Sodoma, il re di Gomorra, il re di Adma, il re di Zeboim e il re di Bela, che è Zoar, uscirono e si schierarono in battaglia contro quelli, nella valle di Siddim:
Genesi 14:9	contro Chedorlaomer re di Elam, Tideal re dei Goim, Amrafel re di Scinear e Arioc re di Ellasar; quattro re contro cinque.
Genesi 14:10	Ora, la valle di Siddim era piena di pozzi di bitume; e i re di Sodoma e di Gomorra si dettero alla fuga e vi caddero dentro; quelli che scamparono fuggirono al monte.
Genesi 14:11	E i vincitori presero tutte le ricchezze di Sodoma e di Gomorra, e tutti i loro viveri, e se ne andarono.
Genesi 14:12	Presero anche Lot, figlio del fratello di Abramo, con i suoi beni; e se ne andarono. Lot abitava a Sodoma.
