Mateus 1:1	Livro da geração de Jesus Cristo, filho de Davi, filho de Abraão.
Mateus 9:4	Mas Jesus, conhecendo os seus pensamentos, disse: Por que pensais mal em vossos corações?
Mateus 9:5	Pois qual é mais fácil, dizer: Perdoados te são os teus pecados; ou dizer: Levanta-te e anda?
Mateus 9:6	Ora, para que saibais que o Filho do Homem tem na terra autoridade para perdoar pecados (disse então ao paralítico): Levanta-te; toma a tua cama, e vai para tua casa.
Mateus 9:7	E levantando-se, foi para sua casa.
Mateus 9:8	E a multidão, vendo isso, maravilhou-se, e glorificou a Deus, que dera tal autoridade aos homens.
Mateus 9:9	E Jesus, passando adiante dali, viu assentado na alfândega um homem, chamado Mateus, e disse-lhe: Segue-me. E ele, levantando-se, o seguiu.
Mateus 9:10	E aconteceu que, estando ele em casa assentado à mesa, chegaram muitos publicanos e pecadores, e assentaram-se juntamente à mesa com Jesus e seus discípulos.
Mateus 9:11	E os fariseus, vendo isso, disseram aos seus discípulos: Por que come o vosso Mestre com os publicanos e pecadores?
Mateus 9:12	Jesus, porém, ouvindo, disse-lhes: Não necessitam de médico os sãos, mas, sim, os doentes.
Mateus 9:13	Ide, porém, e aprendei o que significa: Misericórdia quero, e não sacrifício. Porque eu não vim para chamar os justos, mas os pecadores, ao arrependimento.
Mateus 9:14	Então chegaram ao pé dele os discípulos de João, dizendo: Por que jejuamos nós e os fariseus muitas vezes, e os teus discípulos não jejuam?
Mateus 9:15	E disse-lhes Jesus: Podem porventura andar tristes os filhos das bodas, enquanto o noivo está com eles? Dias, porém, virão em que lhes será tirado o noivo, e então jejuarão.
Mateus 9:16	E ninguém põe remendo de pano novo em roupa velha, porque semelhante remendo rompe a roupa, e faz-se maior a rotura;
Mateus 9:17	Nem se põe vinho novo em odres velhos; do contrário rompem-se os odres, e entorna-se o vinho, e os odres estragam-se; mas põe-se vinho novo em odres novos, e ambos se conservam.
Mateus 9:18	Dizendo-lhes ele essas coisas, eis que chegou um chefe, e o adorou, dizendo: Minha filha faleceu agora mesmo; mas vem, impõe-lhe a tua mão, e ela viverá.
Mateus 9:19	E Jesus, levantando-se, seguiu-o, ele e os seus discípulos.
Mateus 9:20	E eis que uma mulher que por doze anos padecia de um fluxo de sangue, chegando por detrás dele, tocou a orla da sua veste;
Mateus 9:21	Porque dizia consigo: Se eu tão somente tocar a sua veste, ficarei sã.
Mateus 9:22	E Jesus, voltando-se, e vendo-a, disse: Tem ânimo, filha, a tua fé te salvou. E imediatamente a mulher ficou sã.
Mateus 9:23	E Jesus, chegando à casa daquele chefe, e vendo os flautistas, e o povo em alvoroço,
Mateus 9:24	Disse-lhes: Retirai-vos, que a menina não está morta, mas dorme. E riam-se dele.
Mateus 9:25	E logo que o povo foi posto para fora, ele entrou, e pegou-lhe na mão, e a menina levantou-se.
Mateus 9:26	E espalhou-se aquela notícia por toda aquela terra.
Mateus 9:27	E partindo Jesus dali, seguiram-no dois cegos, clamando, e dizendo: Tem compaixão de nós, Filho de Davi.
Mateus 9:28	E quando chegou à casa, os cegos se aproximaram dele; e Jesus disse-lhes: Credes vós que eu possa fazer isto? Disseram-lhe eles: Sim, Senhor.
Mateus 9:29	Tocou então os olhos deles, dizendo: Seja-vos feito segundo a vossa fé.
Mateus 9:30	E os olhos se lhes abriram. E Jesus advertiu-os severamente, dizendo: Vede que não o saiba ninguém.
Mateus 9:31	Mas, tendo ele saído, divulgaram a sua fama por toda aquela terra.
Mateus 9:32	E havendo-se eles retirado, trouxeram-lhe um homem mudo e endemoniado.
Mateus 9:33	E expulso o demônio, falou o mudo; e a multidão se maravilhou, dizendo: Nunca tal se viu em Israel.
Mateus 9:34	Mas os fariseus diziam: Ele expulsa os demônios pelo príncipe dos demônios.
Mateus 9:35	E percorria Jesus todas as cidades e aldeias, ensinando nas sinagogas deles, e pregando o evangelho do reino, e curando todas as enfermidades e moléstias entre o povo.
Mateus 9:36	E vendo a multidão, teve grande compaixão deles, porque andavam fatigados e desgarrados, como ovelhas que não têm pastor.
Mateus 9:37	Então disse aos seus discípulos: A seara é realmente grande, mas poucos são os ceifeiros.
Mateus 9:38	Rogai, pois, ao Senhor da seara que mande ceifeiros para a sua seara.
Mateus 10:1	E chamando os seus doze discípulos, deu-lhes poder sobre os espíritos imundos, para os expulsarem, e curarem toda enfermidade e todo mal.
Mateus 10:2	Ora, os nomes dos doze apóstolos são estes: O primeiro, Simão, chamado Pedro, e André, seu irmão; Tiago, filho de Zebedeu, e João, seu irmão;
Mateus 10:3	Filipe e Bartolomeu; Tomé e Mateus, o publicano; Tiago, filho de Alfeu, e Lebeu, apelidado Tadeu;
Mateus 10:4	Simão, o Zelote, e Judas Iscariotes, o mesmo que o traiu.
Mateus 10:5	Jesus enviou esses doze, e lhes ordenou, dizendo: Não ireis pelo caminho dos gentios, nem entrareis em cidade de samaritanos;
Mateus 10:6	Mas ide antes às ovelhas perdidas da casa de Israel;
Mateus 10:7	E indo, pregai, dizendo: É chegado o reino dos céus.
Mateus 10:8	Curai os enfermos, purificai os leprosos, ressuscitai os mortos, expulsai os demônios; de graça recebestes, de graça dai.
Mateus 10:9	Não possuais ouro, nem prata, nem cobre em vossos cintos,
Mateus 10:10	Nem alforjes para o caminho, nem duas túnicas, nem sandálias, nem bordão; porque digno é o operário do seu alimento.
Mateus 10:11	E em qualquer cidade ou aldeia em que entrardes, procurai saber quem nela seja digno, e hospedai-vos aí até que vos retireis.
Mateus 10:12	E quando entrardes em alguma casa, saudai-a;
Mateus 10:13	E se a casa for digna, desça sobre ela a vossa paz; porém, se não for digna, torne para vós a vossa paz.
Mateus 10:14	E se ninguém vos receber, nem escutar vossas palavras, saindo daquela casa ou cidade, sacudi o pó dos vossos pés.
Mateus 10:15	Em verdade vos digo que, no dia do juízo, haverá menos rigor para a terra de Sodoma e Gomorra do que para aquela cidade.
Mateus 10:16	Eis que vos envio como ovelhas ao meio de lobos; portanto, sede prudentes como as serpentes e inocentes como as pombas.
Mateus 10:17	Acautelai-vos, porém, dos homens, porque eles vos entregarão aos Sinédrios, e vos açoitarão nas suas sinagogas;
Mateus 10:18	E sereis até conduzidos à presença dos governadores e dos reis por causa de mim, para lhes servir de testemunho a eles e aos gentios.
Mateus 10:19	Mas, quando vos entregarem, não estejais cuidadosos de como, ou do que haveis de falar, porque naquela mesma hora vos será ministrado o que haveis de dizer.
Mateus 10:20	Porque não sois vós que falais, mas o Espírito de vosso Pai, que fala em vós.
Mateus 10:21	E o irmão entregará à morte o irmão, e o pai o filho; e os filhos se levantarão contra os pais, e os matarão.
Mateus 10:22	E odiados de todos sereis por causa do meu nome; mas aquele que perseverar até o fim será salvo.
Mateus 10:23	Quando, pois, vos perseguirem nesta cidade, fugi para outra; porque em verdade vos digo que não acabareis de percorrer as cidades de Israel, sem que venha o Filho do Homem.
Mateus 10:24	Não é o discípulo mais do que o mestre, nem o servo mais do que o seu senhor.
Mateus 10:25	Baste ao discípulo ser como seu mestre, e ao servo como seu senhor; se chamaram Belzebu ao pai de família, quanto mais aos seus domésticos?
Mateus 10:26	Portanto, não os temais; porque nada há encoberto que não haja de revelar-se, nem oculto que não haja de saber-se.
Mateus 10:27	O que vos digo em trevas dizei-o em luz; e o que escutais ao ouvido pregai-o sobre os telhados.
Mateus 10:28	E não temais os que matam o corpo, e não podem matar a alma; temei antes aquele que pode fazer perecer a alma e o corpo no inferno.
Mateus 10:29	Não se vendem dois passarinhos por um ceitil? E nenhum deles cairá em terra sem a vontade de vosso Pai.
Mateus 10:30	E até mesmo os cabelos da vossa cabeça estão todos contados.
Mateus 10:31	Não temais, pois; mais valeis vós do que muitos passarinhos.
Mateus 10:32	Portanto, qualquer que me confessar diante dos homens, eu o confessarei diante de meu Pai, que está nos céus.
Mateus 10:33	Mas qualquer que me negar diante dos homens, eu o negarei também diante de meu Pai, que está nos céus.
Mateus 10:34	Não cuideis que vim trazer a paz à terra; não vim trazer a paz, mas a espada;
Mateus 10:35	Porque eu vim pôr em dissensão o homem contra seu pai, e a filha contra sua mãe, e a nora contra sua sogra;
Mateus 10:36	E serão os inimigos do homem os que são seus familiares.
Mateus 10:37	Quem ama o pai ou a mãe mais do que a mim não é digno de mim; e quem ama o filho ou a filha mais do que a mim não é digno de mim.
Mateus 10:38	E quem não toma a sua cruz, e não segue após mim, não é digno de mim.
Mateus 10:39	Quem achar a sua vida, perdê-la-á; e quem perder a sua vida por minha causa, achá-la-á.
Mateus 10:40	Quem vos recebe, a mim me recebe; e quem me recebe a mim, recebe aquele que me enviou.
Mateus 10:41	Quem recebe um profeta em qualidade de profeta, receberá galardão de profeta; e quem recebe um justo em qualidade de justo, receberá galardão de justo.
Mateus 10:42	E qualquer que tiver dado ainda que seja um copo de água fria a um destes pequeninos, em qualidade de discípulo, em verdade vos digo que de modo nenhum perderá o seu galardão.
Mateus 11:1	E aconteceu que, acabando Jesus de instruir seus doze discípulos, partiu dali a ensinar e a pregar nas cidades deles.
Mateus 11:2	E João, ouvindo no cárcere falar dos feitos de Cristo, enviou dois dos seus discípulos,
Mateus 11:3	Dizendo-lhe: És tu aquele que havia de vir, ou esperamos outro?
Mateus 11:4	E Jesus, respondendo, disse-lhes: Ide, e anunciai a João as coisas que ouvis e vedes:
Mateus 11:5	Os cegos veem, e os coxos andam; os leprosos são purificados, e os surdos ouvem; os mortos são ressuscitados, e o evangelho é anunciado aos pobres.
Mateus 11:6	E bem-aventurado é aquele que não se escandalizar em mim.
Mateus 11:7	E partindo eles, começou Jesus a dizer às multidões, a respeito de João: Que fostes ver no deserto? uma cana agitada pelo vento?
Mateus 11:8	Ou que fostes ver? um homem ricamente vestido? Os que se vestem ricamente estão nas casas dos reis.
Mateus 11:9	Ou então que fostes ver? um profeta? sim, vos digo eu, e muito mais do que profeta.
Mateus 11:10	Porque é este de quem está escrito: Eis que adiante da tua face envio o meu mensageiro, que preparará adiante de ti o teu caminho.
Mateus 11:11	Em verdade vos digo que, entre os que de mulher têm nascido, não apareceu ninguém maior do que João Batista; mas aquele que é o menor no reino dos céus é maior do que ele.
Mateus 11:12	E desde os dias de João Batista até agora, se faz violência ao reino dos céus, e os violentos se apoderam dele.
Mateus 11:13	Porque todos os profetas e a lei profetizaram até João.
Mateus 11:14	E se quereis dar crédito, é este o Elias que havia de vir.
Mateus 11:15	Quem tem ouvidos para ouvir, ouça.
Mateus 11:16	Mas, a quem assemelharei esta geração? É semelhante aos meninos que se assentam nas praças, e clamam aos seus companheiros,
Mateus 11:17	E dizem: Tocamos-vos flauta, e não dançastes; cantamos-vos lamentações, e não chorastes.
Mateus 11:18	Pois veio João, não comendo nem bebendo, e dizem: Tem demônio.
Mateus 11:19	Veio o Filho do Homem, comendo e bebendo, e dizem: Eis aí um homem comilão e beberrão, amigo de publicanos e pecadores. Mas a sabedoria é justificada por seus filhos.
Mateus 11:20	Então começou ele a repreender as cidades onde se operou a maior parte dos seus prodígios por não se haverem arrependido, dizendo:
Mateus 11:21	Ai de ti, Corazim! ai de ti, Betsaida! porque, se em Tiro e em Sidom fossem feitos os prodígios que em vós se fizeram, há muito que se teriam arrependido, com pano de saco e com cinza.
Mateus 11:22	Porém eu vos digo que haverá menos rigor para Tiro e Sidom, no dia do juízo, do que para vós.
Mateus 11:23	E tu, Cafarnaum, que te ergues até os céus, serás abatida até o inferno; porque, se entre os de Sodoma fossem feitos os prodígios que em ti se fizeram, teriam permanecido até hoje.
Mateus 11:24	Porém eu vos digo que haverá menos rigor para os de Sodoma, no dia do juízo, do que para ti.
Mateus 11:25	Naquele tempo, respondendo Jesus, disse: Graças te dou, ó Pai, Senhor do céu e da terra, que ocultaste estas coisas aos sábios e inteligentes, e as revelaste aos pequeninos.
Mateus 11:26	Sim, ó Pai, porque assim te aprouve.
Mateus 11:27	Todas as coisas me foram entregues por meu Pai; e ninguém conhece o Filho, senão o Pai; e ninguém conhece o Pai, senão o Filho, e aquele a quem o Filho o quiser revelar.
Mateus 11:28	Vinde a mim, todos os que estais cansados e oprimidos, e eu vos aliviarei.
Mateus 11:29	Tomai sobre vós o meu jugo, e aprendei de mim, que sou manso e humilde de coração; e encontrareis descanso para a vossa alma.
Mateus 11:30	Porque o meu jugo é suave, e o meu fardo é leve.
Mateus 12:1	Naquele tempo passou Jesus pelas searas, em um sábado; e os seus discípulos tinham fome, e começaram a colher espigas, e a comer.
Mateus 12:2	E os fariseus, vendo isso, disseram-lhe: Eis que os teus discípulos fazem o que não é lícito fazer num sábado.
Mateus 12:3	Ele, porém, lhes disse: Não lestes o que fez Davi, quando teve fome, ele e os que com ele estavam?
Mateus 12:4	Como entrou na casa de Deus, e comeu os pães da proposição, que não lhe era lícito comer, nem aos que com ele estavam, mas só aos sacerdotes?
Mateus 12:5	Ou não lestes na lei que, nos sábados, os sacerdotes violam o sábado no templo, e ficam sem culpa?
Mateus 12:6	Pois eu vos digo que está aqui quem é maior do que o templo.
Mateus 12:7	Mas, se vós soubésseis o que significa: Misericórdia quero, e não sacrifício, não condenaríeis os inocentes.
Mateus 12:8	Porque o Filho do Homem até do sábado é Senhor.
Mateus 12:9	E partindo dali, chegou à sinagoga deles.
Mateus 12:10	E estava ali um homem que tinha uma das mãos ressequida; e eles, para o acusarem, o interrogaram, dizendo: É lícito curar nos sábados?
Mateus 12:11	E ele lhes disse: Qual dentre vós será o homem que tenha uma ovelha, e se num sábado a tal ovelha cair numa cova, não lançará mão dela, e a levantará?
Mateus 12:12	Pois quanto mais vale um homem do que uma ovelha? É, por consequência, lícito fazer o bem nos sábados.
Mateus 12:13	Então disse àquele homem: Estende a tua mão. E ele a estendeu, e ficou sã como a outra.
Mateus 12:14	E os fariseus, tendo saído, formaram conselho contra ele, para o matarem,
Mateus 12:15	Mas, sabendo-o, retirou-se dali, e acompanharam-no grandes multidões, e ele os curou a todos.
Mateus 12:16	E recomendava-lhes rigorosamente que não o dessem a conhecer,
Mateus 12:17	Para que se cumprisse o que fora dito pelo profeta Isaías, que diz:
Mateus 12:18	Eis aqui o meu servo, que escolhi, o meu amado, em quem a minha alma se compraz; porei sobre ele o meu Espírito, e anunciará aos gentios o juízo.
Mateus 12:19	Não contenderá, nem clamará, nem ninguém ouvirá pelas ruas a sua voz;
Mateus 12:20	Não esmagará a cana quebrada, e não apagará o pavio que fumega, até que faça triunfar o juízo;
Mateus 12:21	E no seu nome os gentios esperarão.
Mateus 12:22	Trouxeram-lhe então um endemoniado cego e mudo; e o curou, de tal modo que o cego e mudo falava e via.
