Gênesis 1:1	No princípio, Deus criou os céus e a terra.
Gênesis 10:2	Os filhos de Jafé são: Gomer, e Magogue, e Madai, e Javã, e Tubal, e Meseque, e Tiras.
Gênesis 10:3	E os filhos de Gomer são: Asquenaz, e Rifate, e Togarma.
Gênesis 10:4	E os filhos de Javã são: Elisá, e Társis, Quitim, e Dodanim.
Gênesis 10:5	Por estes foram repartidas as ilhas das nações nas suas terras, cada qual segundo a sua língua, segundo as suas famílias, entre as suas nações.
Gênesis 10:6	E os filhos de Cão são: Cuxe, e Mizraim, e Pute, e Canaã.
Gênesis 10:7	E os filhos de Cuxe são: Sebá, e Havilá, e Sabtá, e Raamá, e Sabtecá; e os filhos de Raamá são: Sabá e Dedã.
Gênesis 10:8	E Cuxe gerou Ninrode; este começou a ser poderoso na terra.
Gênesis 10:9	E este foi poderoso caçador diante da face do Senhor; pelo que se diz: Como Ninrode, poderoso caçador diante do Senhor.
Gênesis 10:10	E o princípio do seu reino foi Babel, e Ereque, e Acade, e Calné, na terra de Sinear.
Gênesis 10:11	Desta mesma terra saiu à Assíria e edificou Nínive, e Reobote-Ir, e Calá,
Gênesis 10:12	E Resém, entre Nínive e Calá (esta é a grande cidade).
Gênesis 10:13	E Mizraim gerou Ludim, e Anamim, e Leabim, e Naftuim,
Gênesis 10:14	E Patrusim, e Casluim, (donde saíram os filisteus) e Caftorim.
Gênesis 10:15	E Canaã gerou Sidom, seu primogênito, e Hete;
Gênesis 10:16	E o jebuseu, e o amorreu, e o girgaseu,
Gênesis 10:17	E o heveu, e o arqueu, e o sineu,
Gênesis 10:18	E o arvadeu, e o zemareu, e o hamateu; e depois se espalharam as famílias dos cananeus.
Gênesis 10:19	E foi o termo dos cananeus desde Sidom, indo para Gerar, até Gaza; indo para Sodoma, e Gomorra, e Admá, e Zeboim, até Lasa.
Gênesis 10:20	Esses são os filhos de Cão, segundo as suas famílias, segundo as suas línguas, em suas terras, em suas nações.
Gênesis 10:21	E a Sem nasceram filhos, e ele é o pai de todos os filhos de Éber, e o irmão mais velho de Jafé.
Gênesis 10:22	Os filhos de Sem são: Elão, e Assur, e Arfaxade, e Lude, e Arã.
Gênesis 10:23	E os filhos de Arã são: Uz, e Hul, e Géter, e Más.
Gênesis 10:24	E Arfaxade gerou Salá; e Salá gerou Éber.
Gênesis 10:25	E a Éber nasceram dois filhos: o nome de um foi Pelegue, porquanto em seus dias se repartiu a terra, e o nome do seu irmão foi Joctã.
Gênesis 10:26	E Joctã gerou Almodá, e Selefe, e Hazarmavé, e Jerá;
Gênesis 10:27	E Hadorão, e Uzal, e Dicla;
Gênesis 10:28	E Obal, e Abimael, e Sabá;
Gênesis 10:29	E Ofir, e Havilá, e Jobabe; todos esses foram filhos de Joctã.
Gênesis 10:30	E foi a sua habitação desde Messa, indo para Sefar, montanha do oriente.
Gênesis 10:31	Esses são os filhos de Sem, segundo as suas famílias, segundo as suas línguas, nas suas terras, segundo as suas nações.
Gênesis 10:32	Essas são as famílias dos filhos de Noé, segundo as suas gerações, nas suas nações, e desses foram divididas as nações na terra depois do dilúvio.
Gênesis 11:1	E era toda a terra de uma mesma língua, e de uma mesma fala.
Gênesis 11:2	E aconteceu que, partindo eles do oriente, acharam um vale na terra de Sinear; e habitaram ali.
Gênesis 11:3	E disseram uns aos outros: Vinde, façamos tijolos, e queimemo-los bem. E foi-lhes o tijolo por pedra, e o betume por cal.
Gênesis 11:4	E disseram: Vinde, edifiquemos para nós uma cidade e uma torre cujo cume toque nos céus, e façamo-nos um nome, para que não sejamos espalhados sobre a face de toda a terra.
Gênesis 11:5	Então desceu o Senhor para ver a cidade e a torre que os filhos dos homens edificavam;
Gênesis 11:6	E disse o Senhor: Eis que o povo é um, e todos têm uma mesma língua; e isso é o que começam a fazer; e agora, não haverá restrição para tudo o que eles intentarem fazer.
Gênesis 11:7	Vinde, desçamos, e confundamos ali a sua língua, para que não entenda um a língua do outro.
Gênesis 11:8	Assim, o Senhor os espalhou dali sobre a face de toda a terra; e cessaram de edificar a cidade.
Gênesis 11:9	Por isso se chamou o seu nome Babel, porquanto ali confundiu o Senhor a língua de toda a terra, e dali os espalhou o Senhor sobre a face de toda a terra.
Gênesis 11:10	Estas são as gerações de Sem; Sem era da idade de cem anos e gerou Arfaxade, dois anos depois do dilúvio.
Gênesis 11:11	E viveu Sem, depois que gerou Arfaxade, quinhentos anos; e gerou filhos e filhas.
Gênesis 11:12	E viveu Arfaxade trinta e cinco anos, e gerou Salá.
Gênesis 11:13	E viveu Arfaxade, depois que gerou Salá, quatrocentos e três anos; e gerou filhos e filhas.
Gênesis 11:14	E viveu Salá trinta anos, e gerou Éber.
Gênesis 11:15	E viveu Salá, depois que gerou Éber, quatrocentos e três anos; e gerou filhos e filhas.
Gênesis 11:16	E viveu Éber trinta e quatro anos, e gerou Pelegue;
Gênesis 11:17	E viveu Éber, depois que gerou Pelegue, quatrocentos e trinta anos; e gerou filhos e filhas.
Gênesis 11:18	E viveu Pelegue trinta anos, e gerou Reú;
Gênesis 11:19	E viveu Pelegue, depois que gerou Reú, duzentos e nove anos; e gerou filhos e filhas.
Gênesis 11:20	E viveu Reú trinta e dois anos, e gerou Serugue;
Gênesis 11:21	E viveu Reú, depois que gerou Serugue, duzentos e sete anos; e gerou filhos e filhas.
Gênesis 11:22	E viveu Serugue trinta anos, e gerou Naor;
Gênesis 11:23	E viveu Serugue, depois que gerou Naor, duzentos anos; e gerou filhos e filhas.
Gênesis 11:24	E viveu Naor vinte e nove anos, e gerou Terá;
Gênesis 11:25	E viveu Naor, depois que gerou Terá, cento e dezenove anos; e gerou filhos e filhas.
Gênesis 11:26	E viveu Terá, setenta anos, e gerou Abrão, Naor, e Harã.
Gênesis 11:27	E estas são as gerações de Terá: Terá gerou Abrão, Naor, e Harã; e Harã gerou Ló.
Gênesis 11:28	E morreu Harã estando seu pai Terá ainda vivo, na terra do seu nascimento, em Ur dos caldeus.
Gênesis 11:29	E tomaram Abrão e Naor mulheres para si; o nome da mulher de Abrão era Sarai, e o nome da mulher de Naor era Milca, filha de Harã, pai de Milca, e pai de Iscá.
Gênesis 11:30	E Sarai era estéril; não tinha filhos.
Gênesis 11:31	E Terá tomou seu filho Abrão, e Ló, filho de Harã, filho de seu filho, e sua nora Sarai, mulher de seu filho Abrão, e saiu com eles de Ur dos caldeus, para ir à terra de Canaã; e foram até Harã, e habitaram ali.
Gênesis 11:32	E foram os dias de Terá duzentos e cinco anos; e morreu Terá em Harã.
Gênesis 12:1	Ora, o Senhor disse a Abrão: Sai da tua terra, e da tua parentela, e da casa de teu pai, para a terra que eu te mostrarei.
Gênesis 12:2	E far-te-ei uma grande nação, e abençoar-te-ei, e engrandecerei o teu nome; e tu serás uma bênção.
Gênesis 12:3	E abençoarei os que te abençoarem, e amaldiçoarei os que te amaldiçoarem; e em ti serão benditas todas as famílias da terra.
Gênesis 12:4	Assim, partiu Abrão, como o Senhor lhe tinha dito, e foi Ló com ele; e era Abrão da idade de setenta e cinco anos quando saiu de Harã.
Gênesis 12:5	E Abrão tomou sua mulher Sarai, e Ló, filho de seu irmão, e todos os seus bens que haviam adquirido, e as almas que lhes acresceram em Harã; e saíram para ir à terra de Canaã; e foram à terra de Canaã.
Gênesis 12:6	E passou Abrão por aquela terra até o lugar de Siquém, até o carvalho de Moré; e estavam então os cananeus na terra.
Gênesis 12:7	E apareceu o Senhor a Abrão e disse: À tua semente darei esta terra. E edificou ali um altar ao Senhor, que lhe aparecera.
Gênesis 12:8	E moveu-se dali para a montanha a oriente de Betel, e armou a sua tenda, tendo Betel ao ocidente, e Ai ao oriente; e edificou ali um altar ao Senhor, e invocou o nome do Senhor.
Gênesis 12:9	Depois caminhou Abrão dali, seguindo ainda para o sul.
Gênesis 12:10	E havia fome naquela terra; e desceu Abrão ao Egito, para morar ali, porquanto a fome era grande na terra.
Gênesis 12:11	E aconteceu que, chegando ele para entrar no Egito, disse a Sarai, sua mulher: Ora, bem sei que és mulher formosa à vista;
Gênesis 12:12	E acontecerá que, quando os egípcios te virem, dirão: Esta é sua mulher. E matar-me-ão, e a ti guardarão em vida.
Gênesis 12:13	Dize, peço-te, que és minha irmã, para que me vá bem por tua causa, e que viva a minha alma por causa de ti.
Gênesis 12:14	E aconteceu que, entrando Abrão no Egito, viram os egípcios a mulher, que era muito formosa.
Gênesis 12:15	E viram-na os príncipes de Faraó, e gabaram-na diante de Faraó; e foi a mulher levada para a casa de Faraó.
Gênesis 12:16	E tratou bem a Abrão por causa dela; e ele teve ovelhas, e vacas, e jumentos, e servos e servas, e jumentas, e camelos.
Gênesis 12:17	Porém o Senhor feriu Faraó e a sua casa com grandes pragas, por causa de Sarai, mulher de Abrão.
Gênesis 12:18	Então Faraó chamou Abrão, e disse: Que é isso que me fizeste? Por que não me disseste que ela era tua mulher?
Gênesis 12:19	Por que disseste: É minha irmã? De maneira que a teria tomado por minha mulher; agora, pois, eis aqui tua mulher; toma-a e vai-te.
Gênesis 12:20	E Faraó deu ordens aos seus homens a respeito dele, e acompanharam-no, a ele, e a sua mulher, e a tudo o que tinha.
Gênesis 13:1	Subiu, pois, Abrão do Egito para o sul, ele e sua mulher, e tudo o que tinha, e com ele Ló.
Gênesis 13:2	E era Abrão muito rico em gado, em prata, e em ouro.
Gênesis 13:3	E fez as suas jornadas do sul até Betel, até o lugar onde no princípio estivera a sua tenda, entre Betel e Ai;
Gênesis 13:4	Até o lugar do altar que dantes ali tinha feito; e Abrão invocou ali o nome do Senhor.
Gênesis 13:5	E também Ló, que ia com Abrão, tinha rebanhos, e gado, e tendas.
Gênesis 13:6	E não tinha capacidade a terra para poderem habitar juntos, porque seus bens eram muitos, de maneira que não podiam habitar juntos.
Gênesis 13:7	E houve contenda entre os pastores do gado de Abrão e os pastores do gado de Ló; e os cananeus e os perizeus habitavam então na terra.
Gênesis 13:8	E disse Abrão a Ló: Ora, não haja contenda entre mim e ti, e entre os meus pastores e os teus pastores, porque somos irmãos.
Gênesis 13:9	Não está toda a terra diante de ti? Rogo-te, pois, aparta-te de mim; se escolheres a esquerda, irei para a direita; e se a direita escolheres, eu irei para a esquerda.
Gênesis 13:10	E levantou Ló os seus olhos e viu toda a campina do Jordão, que era toda bem regada, antes de o Senhor ter destruído Sodoma e Gomorra, e era como o jardim do Senhor, como a terra do Egito, quando se entra em Zoar.
Gênesis 13:11	Então Ló escolheu para si toda a campina do Jordão, e partiu Ló para o oriente, e apartaram-se um do outro.
Gênesis 13:12	Habitou Abrão na terra de Canaã, e Ló habitou nas cidades da campina, e armou as suas tendas até Sodoma.
Gênesis 13:13	Ora, eram maus os homens de Sodoma, e grandes pecadores contra o Senhor.
Gênesis 13:14	E disse o Senhor a Abrão, depois que Ló se apartou dele: Levanta agora os teus olhos, e olha desde o lugar onde estás, para o norte, e para o sul, e para o oriente, e para o ocidente;
Gênesis 13:15	Porque toda esta terra que vês hei de dar a ti, e à tua semente, para sempre.
Gênesis 13:16	E farei a tua semente como o pó da terra; de maneira que se alguém puder contar o pó da terra, também a tua semente será contada.
Gênesis 13:17	Levanta-te, percorre essa terra, no seu comprimento e na sua largura; porque a ti a darei.
Gênesis 13:18	E Abrão levantou as suas tendas, e foi, e habitou nos carvalhais de Manre, que estão junto a Hebrom; e edificou ali um altar ao Senhor.
Gênesis 14:1	E aconteceu nos dias de Anrafel, rei de Sinear, Arioque, rei de Elasar, Quedorlaomer, rei de Elão, e Tidal, rei de Goim,
Gênesis 14:2	Que esses fizeram guerra a Bera, rei de Sodoma, e a Birsa, rei de Gomorra, a Sinabe, rei de Admá, e a Semeber, rei de Zeboim, e ao rei de Belá (esta é Zoar).
Gênesis 14:3	Todos esses se ajuntaram no vale de Sidim (que é o mar de sal).
Gênesis 14:4	Doze anos haviam servido a Quedorlaomer, mas no décimo terceiro ano rebelaram-se.
Gênesis 14:5	E no décimo quarto ano veio Quedorlaomer, e os reis que estavam com ele, e derrotaram os refains em Asterote-Carnaim, e os zuzins em Hã, e os emins em Savé-Quiriataim,
Gênesis 14:6	E os horeus no seu monte Seir, até El-Parã, que está junto ao deserto.
Gênesis 14:7	Depois retornaram e foram a En-Mispate (que é Cades), e conquistaram toda a terra dos amalequitas, e também os amorreus, que habitavam em Hazazom-Tamar.
Gênesis 14:8	Então saíram o rei de Sodoma, e o rei de Gomorra, e o rei de Admá, e o rei de Zeboim, e o rei de Belá (esta é Zoar), e organizaram batalha contra eles no vale de Sidim,
Gênesis 14:9	Contra Quedorlaomer, rei de Elão, e Tidal, rei de Goim, e Anrafel, rei de Sinear, e Arioque, rei de Elasar; quatro reis contra cinco.
Gênesis 14:10	E o vale de Sidim estava cheio de poços de betume, e fugiram os reis de Sodoma, e de Gomorra, e caíram ali; e os restantes fugiram para um monte.
Gênesis 14:11	E tomaram todos os bens de Sodoma, e de Gomorra, e todo o seu mantimento, e foram-se.
Gênesis 14:12	Também tomaram Ló, que habitava em Sodoma, filho do irmão de Abrão, e seus bens, e foram-se.
Gênesis 14:13	Então veio um que escapara, e o contou a Abrão, o hebreu; ele habitava junto dos carvalhais de Manre, o amorreu, irmão de Escol, e irmão de Aner; eles eram confederados de Abrão.
Gênesis 14:14	Ouvindo, pois, Abrão que o seu irmão estava preso, armou os seus criados, nascidos em sua casa, trezentos e dezoito, e os perseguiu até Dã.
Gênesis 14:15	E dividiu-se contra eles de noite, ele e os seus criados, e os derrotou, e os perseguiu até Hobá, que fica à esquerda de Damasco.
Gênesis 14:16	E tornou a trazer todos os bens, e tornou a trazer também seu irmão Ló, e os seus bens, e também as mulheres, e o povo.
Gênesis 14:17	E o rei de Sodoma saiu-lhe ao encontro (depois que voltou de derrotar Quedorlaomer e os reis que estavam com ele) no vale de Savé, que é o vale do rei.
Gênesis 14:18	E Melquisedeque, rei de Salém, trouxe pão e vinho; e era ele sacerdote do Deus Altíssimo.
Gênesis 14:19	E abençoou-o, e disse: Bendito seja Abrão pelo Deus Altíssimo, o possuidor dos céus e da terra;
Gênesis 14:20	E bendito seja o Deus Altíssimo, que entregou os teus inimigos nas tuas mãos. E Abrão deu-lhe o dízimo de tudo.
Gênesis 14:21	E o rei de Sodoma disse a Abrão: Dá-me as pessoas, e toma os bens para ti.
Gênesis 14:22	Abrão, porém, disse ao rei de Sodoma: Levantei minha mão em juramento ao Senhor, o Deus Altíssimo, o possuidor dos céus e da terra,
Gênesis 14:23	Que desde um fio até a correia de um sapato, não tomarei coisa alguma de tudo o que é teu, para que não digas: Eu enriqueci Abrão;
Gênesis 14:24	Salvo tão somente o que os jovens comeram, e a parte que toca aos homens que comigo foram, Aner, Escol, e Manre; estes que tomem a sua parte.
